,call_type,received_timestamp,disptach_timestamp,dispatch_time,coordinates
2914,Medical Incident,0 days 18:56:33.000000000,0 days 18:58:37.000000000,0 days 00:02:04.000000000,37.7650299 -122.4652417
2915,Medical Incident,0 days 09:02:56.000000000,0 days 09:06:23.000000000,0 days 00:03:27.000000000,37.78086102 -122.4890161
2916,Medical Incident,0 days 19:34:24.000000000,0 days 19:36:51.000000000,0 days 00:02:27.000000000,37.78502466 -122.4119719
2917,Outside Fire,0 days 20:58:55.000000000,0 days 21:00:24.000000000,0 days 00:01:29.000000000,37.71700209 -122.4679573
2918,Medical Incident,0 days 08:57:21.000000000,0 days 08:59:20.000000000,0 days 00:01:59.000000000,37.7423754 -122.4219688
2919,Alarms,0 days 08:15:44.000000000,0 days 08:17:52.000000000,0 days 00:02:08.000000000,37.7136148 -122.4643245
2920,Alarms,0 days 18:46:33.000000000,0 days 18:48:04.000000000,0 days 00:01:31.000000000,37.71650618 -122.3904178
2921,Other,0 days 19:51:11.000000000,0 days 19:53:48.000000000,0 days 00:02:37.000000000,37.74795863 -122.467418
2922,Structure Fire,0 days 23:25:39.000000000,0 days 23:29:29.000000000,0 days 00:03:50.000000000,37.75703373 -122.4767584
2923,Traffic Collision,0 days 16:38:20.000000000,0 days 16:40:04.000000000,0 days 00:01:44.000000000,37.76642861 -122.45211
2924,Medical Incident,0 days 12:35:54.000000000,0 days 12:37:21.000000000,0 days 00:01:27.000000000,37.76559292 -122.4740453
2925,Medical Incident,0 days 07:55:01.000000000,0 days 07:56:57.000000000,0 days 00:01:56.000000000,37.77771244 -122.4127367
2926,Medical Incident,0 days 00:11:46.000000000,0 days 00:14:51.000000000,0 days 00:03:05.000000000,37.8079431 -122.4141381
2927,Medical Incident,0 days 18:19:17.000000000,0 days 18:43:24.000000000,0 days 00:24:07.000000000,37.79559693 -122.3961809
2928,Medical Incident,0 days 03:06:19.000000000,0 days 03:09:03.000000000,0 days 00:02:44.000000000,37.76775042 -122.4295304
2929,Medical Incident,0 days 08:16:46.000000000,0 days 08:19:08.000000000,0 days 00:02:22.000000000,37.76103977 -122.4192137
2930,Alarms,0 days 18:25:02.000000000,0 days 18:26:25.000000000,0 days 00:01:23.000000000,37.78491618 -122.41195
2931,Medical Incident,0 days 23:39:45.000000000,0 days 23:42:43.000000000,0 days 00:02:58.000000000,37.76846225 -122.4312049
2932,Medical Incident,0 days 12:14:09.000000000,0 days 12:14:50.000000000,0 days 00:00:41.000000000,37.78480739 -122.4136154
2933,Medical Incident,0 days 01:37:34.000000000,0 days 01:38:16.000000000,0 days 00:00:42.000000000,37.75021164 -122.4463912
2934,Medical Incident,0 days 00:21:48.000000000,0 days 00:30:22.000000000,0 days 00:08:34.000000000,37.74917218 -122.4159546
2935,Medical Incident,0 days 17:03:25.000000000,0 days 17:08:25.000000000,0 days 00:05:00.000000000,37.74790059 -122.4717535
2936,Medical Incident,0 days 12:14:09.000000000,0 days 12:14:50.000000000,0 days 00:00:41.000000000,37.72063221 -122.437984
2937,Gas Leak (Natural and LP Gases),0 days 14:05:56.000000000,0 days 14:08:16.000000000,0 days 00:02:20.000000000,37.75021164 -122.4463912
2938,Medical Incident,0 days 11:36:10.000000000,0 days 11:38:24.000000000,0 days 00:02:14.000000000,37.77993369 -122.428614
2939,Medical Incident,0 days 18:42:45.000000000,0 days 18:44:23.000000000,0 days 00:01:38.000000000,37.76974505 -122.4451837
2940,Alarms,0 days 10:36:23.000000000,0 days 10:37:44.000000000,0 days 00:01:21.000000000,37.78397351 -122.4160455
2941,Traffic Collision,0 days 20:15:33.000000000,0 days 20:16:10.000000000,0 days 00:00:37.000000000,37.79824546 -122.4357937
2942,Medical Incident,0 days 00:35:31.000000000,0 days 00:39:16.000000000,0 days 00:03:45.000000000,37.77290912 -122.4221864
2943,Alarms,0 days 04:17:47.000000000,0 days 04:20:14.000000000,0 days 00:02:27.000000000,37.73588581 -122.3827051
2944,Citizen Assist / Service Call,0 days 04:07:39.000000000,0 days 04:10:04.000000000,0 days 00:02:25.000000000,37.79400711 -122.4332497
2945,Medical Incident,0 days 12:45:03.000000000,0 days 12:46:17.000000000,0 days 00:01:14.000000000,37.72773347 -122.3932328
2946,Medical Incident,0 days 23:39:45.000000000,0 days 23:42:43.000000000,0 days 00:02:58.000000000,37.78331089 -122.4175288
2947,Medical Incident,0 days 21:16:48.000000000,0 days 21:18:04.000000000,0 days 00:01:16.000000000,37.78480739 -122.4136154
2948,Medical Incident,0 days 07:48:59.000000000,0 days 07:51:02.000000000,0 days 00:02:03.000000000,37.78331041 -122.3883799
2949,Structure Fire,0 days 12:03:12.000000000,0 days 12:05:38.000000000,0 days 00:02:26.000000000,37.74093462 -122.5023423
2950,Medical Incident,0 days 12:45:03.000000000,0 days 12:46:17.000000000,0 days 00:01:14.000000000,37.78486624 -122.4127821
2951,Train / Rail Incident,0 days 04:53:54.000000000,0 days 05:15:06.000000000,0 days 00:21:12.000000000,37.78331089 -122.4175288
2952,Medical Incident,0 days 10:30:10.000000000,0 days 10:36:37.000000000,0 days 00:06:27.000000000,37.79267912 -122.3968535
2953,Medical Incident,0 days 10:18:35.000000000,0 days 10:19:53.000000000,0 days 00:01:18.000000000,37.77143376 -122.4277809
2954,Alarms,0 days 09:19:00.000000000,0 days 09:20:18.000000000,0 days 00:01:18.000000000,37.78791853 -122.4042776
2955,Medical Incident,0 days 21:41:11.000000000,0 days 21:44:09.000000000,0 days 00:02:58.000000000,37.77055901 -122.4179496
2956,Structure Fire,0 days 23:25:39.000000000,0 days 23:31:57.000000000,0 days 00:06:18.000000000,37.78316343 -122.4115993
2957,Medical Incident,0 days 10:33:32.000000000,0 days 10:35:08.000000000,0 days 00:01:36.000000000,37.76642861 -122.45211
2958,Medical Incident,0 days 16:49:43.000000000,0 days 16:54:33.000000000,0 days 00:04:50.000000000,37.78276323 -122.4274692
2959,Medical Incident,0 days 17:43:06.000000000,0 days 17:43:41.000000000,0 days 00:00:35.000000000,37.79215726 -122.4192434
2960,Alarms,0 days 02:21:41.000000000,0 days 02:23:11.000000000,0 days 00:01:30.000000000,37.78315191 -122.4183443
2961,Structure Fire,0 days 23:17:42.000000000,0 days 23:18:55.000000000,0 days 00:01:13.000000000,37.77685246 -122.419455
2962,Medical Incident,0 days 14:51:23.000000000,0 days 14:51:33.000000000,0 days 00:00:10.000000000,37.80531094 -122.4126984
2963,Medical Incident,0 days 14:30:35.000000000,0 days 14:40:03.000000000,0 days 00:09:28.000000000,37.72243161 -122.3956228
2964,Medical Incident,0 days 00:28:50.000000000,0 days 00:29:23.000000000,0 days 00:00:33.000000000,37.79046318 -122.4059415
2965,Medical Incident,0 days 11:55:00.000000000,0 days 11:57:10.000000000,0 days 00:02:10.000000000,37.79851107 -122.4097691
2966,Outside Fire,0 days 10:10:10.000000000,0 days 10:10:53.000000000,0 days 00:00:43.000000000,37.79662477 -122.4311823
2967,Citizen Assist / Service Call,0 days 16:24:46.000000000,0 days 16:26:18.000000000,0 days 00:01:32.000000000,37.72497357 -122.3933588
2968,Alarms,0 days 15:55:46.000000000,0 days 15:57:38.000000000,0 days 00:01:52.000000000,37.75354618 -122.3972118
2969,Medical Incident,0 days 18:19:43.000000000,0 days 18:21:49.000000000,0 days 00:02:06.000000000,37.76497779 -122.4664456
2970,Alarms,0 days 18:25:02.000000000,0 days 18:26:25.000000000,0 days 00:01:23.000000000,37.75810086 -122.4145468
2971,Medical Incident,0 days 18:04:30.000000000,0 days 18:07:30.000000000,0 days 00:03:00.000000000,37.76846225 -122.4312049
2972,Medical Incident,0 days 11:05:30.000000000,0 days 11:06:53.000000000,0 days 00:01:23.000000000,37.80858332 -122.4159225
2973,Alarms,0 days 18:46:33.000000000,0 days 18:48:04.000000000,0 days 00:01:31.000000000,37.77530725 -122.4574433
2974,Medical Incident,0 days 21:16:48.000000000,0 days 21:18:04.000000000,0 days 00:01:16.000000000,37.74795863 -122.467418
2975,Medical Incident,0 days 09:21:11.000000000,0 days 09:23:14.000000000,0 days 00:02:03.000000000,37.78331041 -122.3883799
2976,Medical Incident,0 days 10:30:10.000000000,0 days 10:34:17.000000000,0 days 00:04:07.000000000,37.73238073 -122.378268
2977,Medical Incident,0 days 17:42:58.000000000,0 days 17:47:00.000000000,0 days 00:04:02.000000000,37.77143376 -122.4277809
2978,Medical Incident,0 days 21:27:05.000000000,0 days 21:29:19.000000000,0 days 00:02:14.000000000,37.73663509 -122.4940538
2979,Alarms,0 days 12:47:08.000000000,0 days 12:50:36.000000000,0 days 00:03:28.000000000,37.73250288 -122.3843562
2980,Medical Incident,0 days 16:20:25.000000000,0 days 16:20:37.000000000,0 days 00:00:12.000000000,37.76698711 -122.4278572
2981,Medical Incident,0 days 06:38:46.000000000,0 days 06:42:16.000000000,0 days 00:03:30.000000000,37.79267912 -122.3968535
2982,Medical Incident,0 days 01:59:43.000000000,0 days 02:00:41.000000000,0 days 00:00:58.000000000,37.75050064 -122.4071312
2983,Alarms,0 days 19:35:19.000000000,0 days 19:37:31.000000000,0 days 00:02:12.000000000,37.7882227 -122.4202104
2984,Medical Incident,0 days 09:45:39.000000000,0 days 09:48:04.000000000,0 days 00:02:25.000000000,37.756508 -122.406541
2985,Medical Incident,0 days 17:36:07.000000000,0 days 17:38:43.000000000,0 days 00:02:36.000000000,37.7953353 -122.3973622
2986,Medical Incident,0 days 17:38:43.000000000,0 days 17:42:17.000000000,0 days 00:03:34.000000000,37.82472164 -122.3749664
2987,Alarms,0 days 13:17:07.000000000,0 days 13:18:27.000000000,0 days 00:01:20.000000000,37.77674184 -122.4953117
2988,Medical Incident,0 days 02:39:20.000000000,0 days 02:40:13.000000000,0 days 00:00:53.000000000,37.79388531 -122.4128518
2989,Medical Incident,0 days 14:41:29.000000000,0 days 14:43:33.000000000,0 days 00:02:04.000000000,37.71763115 -122.4052314
2990,Medical Incident,0 days 09:57:07.000000000,0 days 10:02:37.000000000,0 days 00:05:30.000000000,37.8031354 -122.4181511
2991,Structure Fire,0 days 12:03:12.000000000,0 days 12:05:38.000000000,0 days 00:02:26.000000000,37.72265444 -122.454042
2992,Medical Incident,0 days 05:49:54.000000000,0 days 05:51:39.000000000,0 days 00:01:45.000000000,37.78486624 -122.4127821
2993,Medical Incident,0 days 14:25:19.000000000,0 days 14:26:51.000000000,0 days 00:01:32.000000000,37.76941119 -122.4109311
2994,Medical Incident,0 days 20:48:29.000000000,0 days 20:51:46.000000000,0 days 00:03:17.000000000,37.77000761 -122.4469338
2995,Structure Fire,0 days 14:23:39.000000000,0 days 14:23:48.000000000,0 days 00:00:09.000000000,37.79053181 -122.4039142
2996,Outside Fire,0 days 00:01:59.000000000,0 days 00:05:14.000000000,0 days 00:03:15.000000000,37.72623625 -122.4336236
2997,Traffic Collision,0 days 12:38:58.000000000,0 days 12:41:03.000000000,0 days 00:02:05.000000000,37.74616295 -122.3940489
2998,Medical Incident,0 days 14:40:57.000000000,0 days 14:43:04.000000000,0 days 00:02:07.000000000,37.77903729 -122.41062
2999,Alarms,0 days 10:47:22.000000000,0 days 10:49:08.000000000,0 days 00:01:46.000000000,37.8038818 -122.4148703
3000,Medical Incident,0 days 23:44:55.000000000,0 days 23:45:13.000000000,0 days 00:00:18.000000000,37.75517394 -122.4766224
3001,Alarms,0 days 15:32:00.000000000,0 days 15:33:39.000000000,0 days 00:01:39.000000000,37.77507443 -122.421768
3002,Medical Incident,0 days 17:40:05.000000000,0 days 17:40:22.000000000,0 days 00:00:17.000000000,37.78983683 -122.4033445
3003,Medical Incident,0 days 09:05:49.000000000,0 days 09:08:12.000000000,0 days 00:02:23.000000000,37.76183586 -122.4193593
3004,Medical Incident,0 days 17:56:37.000000000,0 days 18:01:02.000000000,0 days 00:04:25.000000000,37.79184209 -122.3949402
3005,Alarms,0 days 23:13:02.000000000,0 days 23:14:36.000000000,0 days 00:01:34.000000000,37.78003891 -122.4319778
3006,Medical Incident,0 days 10:31:23.000000000,0 days 10:39:27.000000000,0 days 00:08:04.000000000,37.79883609 -122.4062732
3007,Medical Incident,0 days 14:31:35.000000000,0 days 14:33:11.000000000,0 days 00:01:36.000000000,37.77953108 -122.4135425
3008,Medical Incident,0 days 00:52:53.000000000,0 days 00:54:43.000000000,0 days 00:01:50.000000000,37.77985107 -122.5094329
3009,Medical Incident,0 days 14:06:43.000000000,0 days 14:09:04.000000000,0 days 00:02:21.000000000,37.78906674 -122.4094078
3010,Medical Incident,0 days 09:53:14.000000000,0 days 09:55:27.000000000,0 days 00:02:13.000000000,37.76338698 -122.4532469
3011,Medical Incident,0 days 19:22:41.000000000,0 days 19:24:33.000000000,0 days 00:01:52.000000000,37.82903246 -122.374358
3012,Medical Incident,0 days 21:32:38.000000000,0 days 21:34:06.000000000,0 days 00:01:28.000000000,37.7586966 -122.3970571
3013,Medical Incident,0 days 08:41:45.000000000,0 days 08:44:19.000000000,0 days 00:02:34.000000000,37.73520816 -122.4117059
3014,Alarms,0 days 23:12:05.000000000,0 days 23:14:08.000000000,0 days 00:02:03.000000000,37.73745474 -122.4752886
3015,Medical Incident,0 days 14:14:10.000000000,0 days 14:14:19.000000000,0 days 00:00:09.000000000,37.73563597 -122.4184659
3016,Structure Fire,0 days 08:00:35.000000000,0 days 08:00:40.000000000,0 days 00:00:05.000000000,37.76310298 -122.4663147
3017,Medical Incident,0 days 09:33:17.000000000,0 days 09:34:29.000000000,0 days 00:01:12.000000000,37.78640961 -122.4080362
3018,Fuel Spill,0 days 12:19:03.000000000,0 days 12:23:27.000000000,0 days 00:04:24.000000000,37.7731448 -122.3914729
3019,Alarms,0 days 15:32:00.000000000,0 days 15:33:39.000000000,0 days 00:01:39.000000000,37.78853817 -122.4362964
3020,Structure Fire,0 days 00:40:33.000000000,0 days 00:41:38.000000000,0 days 00:01:05.000000000,37.78983683 -122.4033445
3021,Medical Incident,0 days 09:40:16.000000000,0 days 09:42:35.000000000,0 days 00:02:19.000000000,37.78640961 -122.4080362
3022,Medical Incident,0 days 15:21:53.000000000,0 days 15:22:00.000000000,0 days 00:00:07.000000000,37.71226467 -122.4729324
3023,Medical Incident,0 days 18:23:34.000000000,0 days 18:24:33.000000000,0 days 00:00:59.000000000,37.78845058 -122.4075972
3024,Medical Incident,0 days 22:00:12.000000000,0 days 22:00:59.000000000,0 days 00:00:47.000000000,37.76613439 -122.4219351
3025,Medical Incident,0 days 09:07:15.000000000,0 days 09:07:44.000000000,0 days 00:00:29.000000000,37.79176907 -122.4294268
3026,Medical Incident,0 days 14:31:35.000000000,0 days 14:33:11.000000000,0 days 00:01:36.000000000,37.78890961 -122.4186559
3027,Medical Incident,0 days 08:52:04.000000000,0 days 08:52:04.000000000,0 days 00:00:00.000000000,37.77985107 -122.5094329
3028,Medical Incident,0 days 10:53:08.000000000,0 days 11:25:01.000000000,0 days 00:31:53.000000000,37.79508163 -122.4014666
3029,Alarms,0 days 04:17:47.000000000,0 days 04:20:14.000000000,0 days 00:02:27.000000000,37.72847605 -122.4154293
3030,Structure Fire,0 days 00:38:02.000000000,0 days 00:38:54.000000000,0 days 00:00:52.000000000,37.79400711 -122.4332497
3031,Medical Incident,0 days 18:23:34.000000000,0 days 18:24:33.000000000,0 days 00:00:59.000000000,37.78640961 -122.4080362
3032,Medical Incident,0 days 00:55:36.000000000,0 days 00:59:38.000000000,0 days 00:04:02.000000000,37.76613439 -122.4219351
3033,Medical Incident,0 days 01:10:19.000000000,0 days 01:15:08.000000000,0 days 00:04:49.000000000,37.80561471 -122.4177576
3034,Structure Fire,0 days 16:51:12.000000000,0 days 16:51:50.000000000,0 days 00:00:38.000000000,37.78399834 -122.4177311
3035,Traffic Collision,0 days 18:53:26.000000000,0 days 18:53:55.000000000,0 days 00:00:29.000000000,37.80440729 -122.4133589
3036,Alarms,0 days 00:52:41.000000000,0 days 00:55:16.000000000,0 days 00:02:35.000000000,37.7696026 -122.4263094
3037,Alarms,0 days 03:47:43.000000000,0 days 03:49:21.000000000,0 days 00:01:38.000000000,37.79510065 -122.4048478
3038,Medical Incident,0 days 08:51:40.000000000,0 days 08:53:20.000000000,0 days 00:01:40.000000000,37.79400711 -122.4332497
3039,Medical Incident,0 days 11:58:34.000000000,0 days 11:59:07.000000000,0 days 00:00:33.000000000,37.7887501 -122.4194704
3040,Medical Incident,0 days 00:08:26.000000000,0 days 00:09:35.000000000,0 days 00:01:09.000000000,37.73753926 -122.4003985
3041,Medical Incident,0 days 13:13:31.000000000,0 days 13:15:11.000000000,0 days 00:01:40.000000000,37.74957409 -122.476228
3042,Water Rescue,0 days 10:19:35.000000000,0 days 10:22:45.000000000,0 days 00:03:10.000000000,37.77771244 -122.4127367
3043,Medical Incident,0 days 15:08:18.000000000,0 days 15:11:43.000000000,0 days 00:03:25.000000000,37.79804495 -122.3963671
3044,Train / Rail Incident,0 days 04:53:54.000000000,0 days 05:15:06.000000000,0 days 00:21:12.000000000,37.73585265 -122.4369151
3045,Medical Incident,0 days 21:32:26.000000000,0 days 21:35:06.000000000,0 days 00:02:40.000000000,37.79267912 -122.3968535
3046,Medical Incident,0 days 19:23:52.000000000,0 days 19:25:20.000000000,0 days 00:01:28.000000000,37.77333766 -122.4091485
3047,Structure Fire,0 days 16:51:12.000000000,0 days 16:51:50.000000000,0 days 00:00:38.000000000,37.78418669 -122.4185462
3048,Smoke Investigation (Outside),0 days 13:03:09.000000000,0 days 13:03:22.000000000,0 days 00:00:13.000000000,37.80440729 -122.4133589
3049,Medical Incident,0 days 02:46:08.000000000,0 days 02:46:20.000000000,0 days 00:00:12.000000000,37.78677895 -122.398257
3050,Structure Fire,0 days 14:23:39.000000000,0 days 14:23:48.000000000,0 days 00:00:09.000000000,37.71763115 -122.4052314
3051,Medical Incident,0 days 13:27:21.000000000,0 days 13:28:33.000000000,0 days 00:01:12.000000000,37.72623625 -122.4336236
3052,Medical Incident,0 days 14:25:19.000000000,0 days 14:25:57.000000000,0 days 00:00:38.000000000,37.795649 -122.4091987
3053,Medical Incident,0 days 19:41:21.000000000,0 days 19:43:13.000000000,0 days 00:01:52.000000000,37.77000761 -122.4469338
3054,Medical Incident,0 days 09:24:47.000000000,0 days 09:25:45.000000000,0 days 00:00:58.000000000,37.75909266 -122.4381124
3055,Elevator / Escalator Rescue,0 days 16:34:11.000000000,0 days 16:37:34.000000000,0 days 00:03:23.000000000,37.77604635 -122.4112888
3056,Structure Fire,0 days 12:03:12.000000000,0 days 12:05:38.000000000,0 days 00:02:26.000000000,37.77514707 -122.4192556
3057,Medical Incident,0 days 03:06:19.000000000,0 days 03:09:03.000000000,0 days 00:02:44.000000000,37.78486624 -122.4127821
3058,Medical Incident,0 days 13:41:57.000000000,0 days 13:43:59.000000000,0 days 00:02:02.000000000,37.76103977 -122.4192137
3059,Medical Incident,0 days 08:51:40.000000000,0 days 08:53:20.000000000,0 days 00:01:40.000000000,37.79307213 -122.4081252
3060,Medical Incident,0 days 14:54:19.000000000,0 days 14:54:56.000000000,0 days 00:00:37.000000000,37.7887501 -122.4194704
3061,Medical Incident,0 days 14:40:57.000000000,0 days 14:43:04.000000000,0 days 00:02:07.000000000,37.78611721 -122.4198542
3062,Water Rescue,0 days 10:19:35.000000000,0 days 10:22:45.000000000,0 days 00:03:10.000000000,37.8038818 -122.4148703
3063,Traffic Collision,0 days 07:15:39.000000000,0 days 07:15:39.000000000,0 days 00:00:00.000000000,37.79804495 -122.3963671
