"call_type	received_timestamp	disptach_timestamp"
"Medical Incident	 08:42:05	 08:43:37"
"Medical Incident	 12:22:02	 12:23:55"
"Medical Incident	 07:09:35	 07:10:34"
"Medical Incident	 05:18:45	 05:19:05"
"Medical Incident	 08:23:21	 08:26:45"
"Medical Incident	 09:53:14	 09:55:27"
"Medical Incident	 16:13:07	 16:16:44"
"Medical Incident	 17:44:50	 17:48:58"
"Medical Incident	 11:42:51	 11:44:02"
"Alarms	 23:12:05	 23:14:08"
"Medical Incident	 20:39:34	 20:41:56"
"Medical Incident	 14:51:38	 14:54:44"
"Medical Incident	 19:06:31	 19:09:23"
"Medical Incident	 20:16:01	 20:17:04"
"Medical Incident	 22:02:16	 22:10:38"
"Medical Incident	 19:34:24	 19:36:07"
"Medical Incident	 19:28:34	 19:31:47"
"Medical Incident	 11:42:16	 11:43:50"
"Medical Incident	 22:43:37	 22:45:41"
"Medical Incident	 04:14:19	 04:14:35"
"Medical Incident	 16:15:49	 16:16:14"
"Alarms	 10:19:57	 10:23:44"
"Traffic Collision	 18:53:26	 18:53:55"
"Medical Incident	 18:29:45	 18:32:11"
"Medical Incident	 20:42:49	 20:43:21"
"Medical Incident	 10:15:19	 10:18:07"
"Medical Incident	 17:43:06	 17:43:41"
"Alarms	 04:25:58	 04:30:26"
"Medical Incident	 17:40:05	 17:42:04"
"Structure Fire	 23:17:42	 23:18:55"
"Train / Rail Incident	 04:53:54	 05:15:06"
"Medical Incident	 22:02:16	 22:10:38"
"Medical Incident	 22:19:08	 22:21:25"
"Medical Incident	 03:02:03	 03:02:38"
"Structure Fire	 23:17:42	 23:18:55"
"Medical Incident	 22:06:44	 22:09:10"
"Medical Incident	 07:55:01	 07:56:57"
"Alarms	 10:36:23	 10:37:44"
"Medical Incident	 09:59:46	 10:00:57"
"Medical Incident	 16:24:19	 16:27:13"
"Medical Incident	 11:34:54	 11:40:29"
"Medical Incident	 19:11:15	 19:14:33"
"Alarms	 23:13:02	 23:14:36"
"Medical Incident	 21:29:01	 21:30:37"
"Outside Fire	 01:54:22	 01:57:24"
"Structure Fire	 23:17:42	 23:18:55"
"Medical Incident	 16:58:20	 17:07:17"
"Medical Incident	 19:26:01	 19:28:05"
"Medical Incident	 15:31:22	 15:31:59"
"Medical Incident	 08:59:51	 09:09:13"
"Medical Incident	 17:56:37	 18:01:02"
"Traffic Collision	 12:23:11	 12:25:28"
"Medical Incident	 20:45:17	 20:49:45"
"Gas Leak (Natural and LP Gases)	 12:02:23	 12:03:04"
"Gas Leak (Natural and LP Gases)	 12:02:23	 12:03:04"
"Medical Incident	 02:27:26	 02:30:43"
"Medical Incident	 12:35:54	 12:36:32"
"Medical Incident	 02:01:34	 02:03:16"
"Medical Incident	 15:40:29	 15:42:41"
"Medical Incident	 10:31:08	 10:32:15"
"Structure Fire	 21:04:50	 21:06:30"
"Gas Leak (Natural and LP Gases)	 12:02:23	 12:03:04"
"Structure Fire	 23:25:39	 23:29:29"
"Structure Fire	 23:25:39	 23:29:29"
"Medical Incident	 13:03:34	 13:06:28"
"Medical Incident	 12:54:46	 12:54:46"
"Structure Fire	 10:07:29	 10:08:58"
"Medical Incident	 18:56:34	 18:59:56"
"Medical Incident	 11:09:44	 11:12:09"
"Alarms	 16:03:48	 16:06:13"
"Medical Incident	 18:22:34	 18:24:07"
"Traffic Collision	 07:35:58	 07:37:36"
"Medical Incident	 03:36:51	 03:50:16"
"Medical Incident	 11:18:08	 11:19:46"
"Outside Fire	 19:41:59	 19:43:36"
"Medical Incident	 16:31:49	 16:34:32"
"Structure Fire	 05:47:33	 05:48:34"
"Medical Incident	 22:49:17	 22:51:23"
"Structure Fire	 13:29:45	 13:40:05"
"Medical Incident	 07:47:58	 07:50:17"
"Structure Fire	 05:47:33	 05:48:34"
"Medical Incident	 06:13:45	 06:16:40"
"Medical Incident	 08:11:16	 08:11:36"
"Other	 15:15:00	 15:15:44"
"Medical Incident	 10:59:27	 11:02:09"
"Medical Incident	 17:42:18	 17:45:05"
"Traffic Collision	 03:16:15	 03:20:43"
"Medical Incident	 18:12:24	 18:12:38"
"Structure Fire	 10:07:29	 10:08:58"
"Medical Incident	 02:47:54	 02:48:13"
"Structure Fire	 15:06:56	 15:09:13"
"Medical Incident	 13:37:12	 13:47:42"
"Structure Fire	 15:37:35	 15:38:35"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Alarms	 20:45:17	 20:46:51"
"Medical Incident	 15:04:14	 15:04:53"
"Medical Incident	 09:15:15	 09:16:39"
"Medical Incident	 20:30:00	 20:31:56"
"Medical Incident	 10:39:55	 10:42:42"
"Alarms	 09:24:16	 09:29:41"
"Alarms	 07:46:46	 07:49:44"
"Train / Rail Incident	 13:48:08	 14:03:39"
"Medical Incident	 00:37:51	 00:38:04"
"Medical Incident	 05:44:03	 05:44:11"
"Medical Incident	 21:14:15	 21:14:51"
"Medical Incident	 08:51:07	 08:52:17"
"Medical Incident	 06:46:43	 06:49:27"
"Medical Incident	 01:28:18	 01:33:11"
"Medical Incident	 13:48:00	 13:49:36"
"Medical Incident	 15:17:15	 15:20:24"
"Medical Incident	 20:51:59	 20:52:07"
"Alarms	 09:27:58	 09:29:43"
"Alarms	 15:37:30	 15:39:26"
"Alarms	 15:57:12	 15:58:41"
"Medical Incident	 01:32:23	 01:32:37"
"Traffic Collision	 15:10:27	 15:23:19"
"Alarms	 09:14:33	 09:18:33"
"Medical Incident	 01:01:58	 01:04:43"
"Medical Incident	 16:13:14	 16:16:56"
"Medical Incident	 19:12:16	 19:14:23"
"Medical Incident	 06:59:02	 07:01:28"
"Medical Incident	 19:15:08	 19:17:13"
"Medical Incident	 22:54:36	 22:57:00"
"Structure Fire	 05:47:33	 05:48:34"
"Medical Incident	 18:33:44	 18:38:15"
"Medical Incident	 18:33:44	 18:38:15"
"Structure Fire	 09:54:49	 09:59:45"
"Medical Incident	 19:40:45	 19:41:34"
"Medical Incident	 12:46:36	 12:48:49"
"Medical Incident	 10:11:55	 10:14:25"
"Medical Incident	 02:30:46	 02:33:10"
"Medical Incident	 14:32:52	 14:36:16"
"Medical Incident	 16:14:57	 16:16:42"
"Medical Incident	 10:18:11	 10:19:04"
"Medical Incident	 19:15:08	 19:17:13"
"Alarms	 03:59:25	 04:01:31"
"Medical Incident	 17:42:18	 17:45:05"
"Structure Fire	 15:06:56	 15:11:41"
"Alarms	 14:14:46	 14:16:26"
"Medical Incident	 10:18:01	 10:21:45"
"Medical Incident	 03:06:42	 03:11:17"
"Medical Incident	 23:16:37	 23:18:27"
"Medical Incident	 23:04:05	 23:07:13"
"Medical Incident	 19:11:30	 19:14:56"
"Structure Fire	 10:07:29	 10:08:58"
"Medical Incident	 02:30:46	 02:33:10"
"Alarms	 20:59:03	 21:00:53"
"Medical Incident	 06:50:59	 06:54:05"
"Structure Fire	 10:07:29	 10:08:58"
"Structure Fire	 15:06:56	 15:12:45"
"Medical Incident	 02:59:59	 03:01:35"
"Other	 15:15:00	 15:15:44"
"Medical Incident	 22:58:12	 22:59:05"
"Outside Fire	 23:22:19	 23:23:06"
"Medical Incident	 11:03:48	 11:05:25"
"Medical Incident	 01:01:58	 01:06:31"
"Alarms	 14:07:09	 14:08:34"
"Medical Incident	 15:45:20	 15:47:48"
"Medical Incident	 15:35:27	 15:44:55"
"Structure Fire	 03:56:11	 03:56:28"
"Medical Incident	 11:18:53	 11:21:03"
"Medical Incident	 20:30:56	 20:32:28"
"Medical Incident	 15:48:15	 15:52:11"
"Alarms	 01:56:32	 01:57:55"
"Medical Incident	 23:01:39	 23:05:39"
"Alarms	 03:59:25	 04:01:31"
"Structure Fire	 17:26:24	 17:26:34"
"Medical Incident	 15:05:34	 15:10:05"
"Medical Incident	 06:37:35	 06:39:45"
"Medical Incident	 06:48:07	 06:49:48"
"Alarms	 10:42:09	 10:44:06"
"Medical Incident	 11:06:16	 11:10:06"
"Medical Incident	 14:25:41	 14:27:32"
"Medical Incident	 20:30:00	 20:31:56"
"Medical Incident	 03:05:00	 03:07:42"
"Structure Fire	 09:54:49	 09:58:36"
"Medical Incident	 17:22:42	 17:23:34"
"Other	 15:15:00	 15:15:44"
"Medical Incident	 20:03:00	 20:06:24"
"Gas Leak (Natural and LP Gases)	 18:20:45	 18:22:27"
"Medical Incident	 02:20:15	 02:20:33"
"Alarms	 14:07:09	 14:08:34"
"Other	 15:15:00	 15:15:44"
"Medical Incident	 13:21:48	 13:25:02"
"Medical Incident	 23:25:15	 23:29:01"
"Train / Rail Incident	 13:48:08	 14:03:39"
"Alarms	 10:26:57	 10:28:07"
"Alarms	 14:14:46	 14:16:26"
"Medical Incident	 18:50:19	 18:50:33"
"Medical Incident	 11:13:44	 11:14:24"
"Medical Incident	 02:51:04	 02:54:05"
"Alarms	 12:28:20	 12:30:03"
"Medical Incident	 20:57:52	 20:58:56"
"Medical Incident	 19:31:24	 19:32:41"
"Medical Incident	 13:19:31	 13:21:14"
"Alarms	 20:59:03	 21:00:53"
"Train / Rail Incident	 13:48:08	 14:03:39"
"Medical Incident	 16:57:42	 17:00:56"
"Medical Incident	 23:58:48	 00:00:37"
"Medical Incident	 06:21:47	 06:24:19"
"Alarms	 14:28:08	 14:29:33"
"Alarms	 15:57:12	 15:58:41"
"Citizen Assist / Service Call	 10:19:44	 10:20:36"
"Alarms	 09:14:33	 09:17:23"
"Medical Incident	 03:36:51	 03:48:56"
"Medical Incident	 22:26:15	 22:27:44"
"Medical Incident	 12:24:33	 12:27:24"
"Medical Incident	 10:35:46	 10:36:02"
"Alarms	 16:08:19	 16:10:13"
"Medical Incident	 18:15:55	 18:16:12"
"Medical Incident	 12:31:15	 12:31:29"
"Medical Incident	 19:40:45	 19:41:34"
"Medical Incident	 14:58:22	 15:00:07"
"Structure Fire	 15:37:35	 15:37:56"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Medical Incident	 22:49:17	 22:51:23"
"Medical Incident	 15:26:45	 15:28:10"
"Medical Incident	 17:00:24	 17:01:58"
"Medical Incident	 13:29:33	 13:34:08"
"Medical Incident	 03:09:44	 03:10:18"
"Medical Incident	 15:23:05	 15:35:03"
"Medical Incident	 12:49:12	 12:49:53"
"Medical Incident	 11:18:53	 11:21:03"
"Medical Incident	 21:54:48	 21:56:50"
"Medical Incident	 18:25:45	 18:26:32"
"Citizen Assist / Service Call	 14:29:40	 14:54:06"
"Medical Incident	 16:13:14	 16:15:10"
"Medical Incident	 11:43:10	 11:44:22"
"Structure Fire	 15:06:56	 15:09:13"
"Medical Incident	 16:02:20	 16:03:24"
"Medical Incident	 10:54:14	 10:57:25"
"Alarms	 20:45:17	 20:46:51"
"Medical Incident	 08:01:15	 08:03:46"
"Traffic Collision	 07:35:58	 07:36:18"
"Gas Leak (Natural and LP Gases)	 11:34:32	 11:36:04"
"Medical Incident	 18:01:31	 18:03:22"
"Alarms	 19:13:22	 19:15:33"
"Traffic Collision	 16:56:58	 17:01:11"
"Medical Incident	 06:16:47	 06:16:47"
"Medical Incident	 16:57:20	 16:58:39"
"Medical Incident	 01:01:58	 01:03:28"
"Medical Incident	 13:30:33	 13:32:17"
"Medical Incident	 03:36:51	 03:48:56"
"Medical Incident	 14:48:24	 14:50:00"
"Medical Incident	 08:05:43	 08:07:57"
"Medical Incident	 17:12:54	 17:15:47"
"Medical Incident	 00:58:11	 00:58:29"
"Medical Incident	 20:30:56	 20:32:28"
"Medical Incident	 16:14:57	 16:17:12"
"Alarms	 05:48:24	 05:49:56"
"Medical Incident	 11:35:33	 11:36:33"
"Medical Incident	 04:19:01	 04:21:43"
"Other	 15:15:00	 15:15:44"
"Structure Fire	 09:54:49	 09:58:36"
"Medical Incident	 14:39:59	 14:41:16"
"Structure Fire	 17:26:24	 17:29:54"
"Medical Incident	 10:40:46	 10:43:31"
"Medical Incident	 06:24:41	 06:24:55"
"Medical Incident	 21:15:19	 21:16:53"
"Medical Incident	 09:44:15	 09:49:11"
"Medical Incident	 15:30:26	 15:31:35"
"Medical Incident	 16:12:09	 16:19:48"
"Medical Incident	 21:13:36	 21:17:12"
"Alarms	 12:28:20	 12:30:03"
"Alarms	 11:17:41	 11:19:13"
"Medical Incident	 15:17:15	 15:30:11"
"Medical Incident	 14:37:24	 14:39:40"
"Medical Incident	 07:49:39	 07:52:45"
"Medical Incident	 23:35:06	 23:37:09"
"Alarms	 10:09:28	 10:12:42"
"Alarms	 15:37:30	 15:39:26"
"Medical Incident	 23:25:15	 23:29:01"
"Medical Incident	 06:13:45	 06:16:40"
"Medical Incident	 14:03:13	 14:05:30"
"Medical Incident	 00:58:11	 00:58:29"
"Structure Fire	 03:45:45	 03:45:54"
"Medical Incident	 15:30:26	 15:31:35"
"Medical Incident	 15:01:28	 15:02:53"
"Medical Incident	 15:42:20	 15:42:36"
"Alarms	 10:42:09	 10:44:06"
"Medical Incident	 20:47:28	 20:47:49"
"Medical Incident	 14:00:26	 14:03:51"
"Medical Incident	 22:54:36	 22:57:00"
"Medical Incident	 03:57:14	 04:00:56"
"Medical Incident	 08:02:59	 08:07:29"
"Medical Incident	 08:29:22	 08:30:19"
"Medical Incident	 23:18:23	 23:19:20"
"Structure Fire	 19:17:01	 19:19:31"
"Alarms	 14:14:46	 14:16:26"
"Medical Incident	 14:54:25	 14:57:00"
"Medical Incident	 16:12:09	 16:18:56"
"Structure Fire	 05:47:33	 05:48:34"
"Train / Rail Incident	 13:48:08	 14:03:39"
"Alarms	 16:03:48	 16:07:26"
"Medical Incident	 12:59:53	 13:04:31"
"Medical Incident	 06:48:07	 06:49:48"
"Medical Incident	 18:31:38	 18:31:53"
"Medical Incident	 18:56:34	 18:59:56"
"Medical Incident	 14:16:13	 14:19:15"
"Alarms	 16:03:48	 16:06:13"
"Structure Fire	 13:18:11	 13:18:21"
"Medical Incident	 21:31:09	 21:33:49"
"Medical Incident	 15:45:20	 15:47:48"
"Medical Incident	 15:47:23	 15:48:22"
"Medical Incident	 15:19:29	 15:26:26"
"Alarms	 16:08:19	 16:10:13"
"Medical Incident	 21:49:34	 21:50:41"
"Vehicle Fire	 22:54:43	 22:56:22"
"Medical Incident	 16:30:35	 16:32:46"
"Medical Incident	 09:44:15	 09:49:11"
"Medical Incident	 14:46:12	 14:50:38"
"Alarms	 05:48:24	 05:49:56"
"Medical Incident	 09:44:46	 09:52:11"
"Medical Incident	 10:47:32	 10:49:17"
"Medical Incident	 22:47:09	 22:48:23"
"Medical Incident	 18:15:59	 18:16:47"
"Medical Incident	 00:39:52	 00:45:58"
"Medical Incident	 09:25:37	 09:28:22"
"Medical Incident	 17:12:54	 17:15:47"
"Medical Incident	 13:37:12	 13:41:48"
"Structure Fire	 13:29:45	 13:40:05"
"Medical Incident	 00:59:59	 01:05:00"
"Train / Rail Incident	 13:48:08	 14:03:39"
"Medical Incident	 03:06:42	 03:11:17"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Medical Incident	 01:32:23	 01:34:24"
"Structure Fire	 17:26:24	 17:29:21"
"Medical Incident	 23:16:37	 23:18:27"
"Structure Fire	 20:01:02	 20:01:40"
"Medical Incident	 06:45:45	 06:48:03"
"Citizen Assist / Service Call	 13:49:48	 13:52:19"
"Medical Incident	 15:05:34	 15:06:30"
"Structure Fire	 19:17:01	 19:19:31"
"Medical Incident	 19:06:55	 19:09:11"
"Alarms	 10:26:57	 10:28:07"
"Medical Incident	 16:59:03	 16:59:15"
"Alarms	 16:08:19	 16:10:13"
"Medical Incident	 15:47:11	 15:49:14"
"Alarms	 22:34:25	 22:36:24"
"Medical Incident	 15:05:38	 15:17:57"
"Medical Incident	 03:18:16	 03:19:46"
"Medical Incident	 09:50:42	 09:51:09"
"Medical Incident	 01:01:58	 01:03:28"
"Medical Incident	 21:08:40	 21:09:49"
"Train / Rail Incident	 13:48:08	 14:03:39"
"Medical Incident	 21:14:15	 21:14:51"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Medical Incident	 19:18:49	 19:21:29"
"Medical Incident	 16:12:09	 16:12:37"
"Other	 15:15:00	 15:15:44"
"Medical Incident	 09:28:39	 09:30:40"
"Medical Incident	 15:33:12	 15:38:32"
"Medical Incident	 14:16:13	 14:17:09"
"Alarms	 09:24:16	 09:27:41"
"Medical Incident	 01:39:33	 01:43:48"
"Alarms	 09:24:16	 09:27:41"
"Alarms	 21:37:12	 21:40:51"
"Medical Incident	 07:06:49	 07:08:52"
"Medical Incident	 12:54:29	 12:56:10"
"Medical Incident	 14:58:22	 15:00:07"
"Medical Incident	 09:42:01	 09:43:16"
"Medical Incident	 23:40:47	 23:40:52"
"Alarms	 18:13:04	 18:15:29"
"Medical Incident	 20:34:23	 20:36:14"
"Structure Fire	 15:06:56	 15:09:13"
"Medical Incident	 01:42:56	 01:43:22"
"Medical Incident	 11:44:13	 11:45:52"
"Alarms	 21:37:12	 21:38:43"
"Medical Incident	 15:23:05	 15:24:17"
"Structure Fire	 10:07:29	 10:08:58"
"Medical Incident	 19:30:41	 19:30:56"
"Medical Incident	 15:23:05	 15:24:17"
"Medical Incident	 09:15:15	 09:16:39"
"Medical Incident	 18:51:42	 18:55:28"
"Gas Leak (Natural and LP Gases)	 11:34:32	 11:36:04"
"Alarms	 14:24:01	 14:25:42"
"Alarms	 14:28:08	 14:29:33"
"Outside Fire	 01:10:01	 01:13:06"
"Medical Incident	 22:41:10	 22:43:47"
"Medical Incident	 21:20:14	 21:21:06"
"Alarms	 16:03:48	 16:06:13"
"Traffic Collision	 02:18:30	 02:18:52"
"Structure Fire	 05:47:33	 05:48:34"
"Medical Incident	 00:08:35	 00:08:56"
"Structure Fire	 20:12:54	 20:13:03"
"Medical Incident	 09:50:42	 09:51:09"
"Medical Incident	 00:33:36	 00:34:09"
"Structure Fire	 03:56:11	 04:02:06"
"Gas Leak (Natural and LP Gases)	 14:37:00	 14:38:59"
"Medical Incident	 09:25:37	 09:28:22"
"Medical Incident	 12:28:43	 12:29:38"
"Medical Incident	 21:49:34	 21:50:41"
"Alarms	 09:14:33	 09:17:23"
"Medical Incident	 09:44:46	 09:54:04"
"Medical Incident	 20:55:11	 20:57:55"
"Alarms	 20:45:17	 20:46:51"
"Alarms	 22:34:25	 22:36:24"
"Medical Incident	 11:53:13	 11:55:06"
"Medical Incident	 15:35:27	 15:37:24"
"Medical Incident	 00:10:53	 00:15:59"
"Alarms	 09:27:58	 09:29:43"
"Medical Incident	 05:40:48	 05:43:39"
"Medical Incident	 00:10:53	 00:15:59"
"Medical Incident	 08:35:36	 08:38:11"
"Structure Fire	 23:29:37	 23:29:44"
"Medical Incident	 15:47:23	 15:48:22"
"Medical Incident	 02:20:19	 02:21:55"
"Medical Incident	 08:21:52	 08:22:59"
"Medical Incident	 17:56:53	 17:56:53"
"Medical Incident	 07:49:39	 07:52:45"
"Medical Incident	 03:18:16	 03:19:46"
"Train / Rail Incident	 21:57:31	 04:46:50"
"Medical Incident	 16:13:14	 16:17:47"
"Other	 15:15:00	 15:21:34"
"Structure Fire	 09:54:49	 09:58:36"
"Structure Fire	 19:17:01	 19:19:31"
"Medical Incident	 07:21:21	 07:23:12"
"Medical Incident	 21:08:40	 21:09:49"
"Structure Fire	 03:45:45	 03:45:54"
"Medical Incident	 22:46:34	 22:46:53"
"Medical Incident	 03:36:51	 03:48:56"
"Medical Incident	 01:56:56	 01:59:10"
"Alarms	 15:37:30	 15:39:26"
"Medical Incident	 14:40:28	 14:45:16"
"Medical Incident	 21:14:15	 21:14:51"
"Medical Incident	 07:51:13	 07:51:50"
"Vehicle Fire	 22:54:43	 23:10:15"
"Smoke Investigation (Outside)	 18:57:15	 19:07:27"
"Structure Fire	 09:54:49	 09:58:36"
"Structure Fire	 17:26:24	 17:26:34"
"Traffic Collision	 03:16:15	 03:20:43"
"Medical Incident	 23:11:49	 23:14:44"
"Structure Fire	 13:18:11	 13:18:21"
"Citizen Assist / Service Call	 12:25:09	 12:26:42"
"Structure Fire	 17:26:24	 17:26:34"
"Medical Incident	 16:52:47	 16:54:50"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Medical Incident	 16:59:03	 16:59:15"
"Medical Incident	 12:38:02	 12:39:58"
"Other	 14:19:53	 14:20:12"
"Medical Incident	 09:48:03	 09:50:18"
"Medical Incident	 01:06:08	 01:07:42"
"Medical Incident	 02:49:42	 02:52:31"
"Structure Fire	 03:56:11	 03:56:28"
"Medical Incident	 19:12:16	 19:14:23"
"Medical Incident	 21:04:52	 21:07:39"
"Structure Fire	 13:29:45	 13:40:05"
"Medical Incident	 13:38:22	 13:39:24"
"Medical Incident	 15:47:11	 16:16:24"
"Medical Incident	 12:45:42	 12:47:22"
"Traffic Collision	 18:00:35	 18:02:11"
"Alarms	 22:34:25	 22:36:24"
"Medical Incident	 19:09:40	 19:13:09"
"Medical Incident	 23:01:39	 23:05:39"
"Medical Incident	 12:49:12	 12:49:53"
"Medical Incident	 09:04:33	 09:06:04"
"Medical Incident	 09:36:28	 09:40:11"
"Medical Incident	 04:52:41	 04:56:07"
"Structure Fire	 05:47:33	 05:48:34"
"Medical Incident	 02:47:54	 02:48:13"
"Medical Incident	 08:11:16	 08:11:36"
"Traffic Collision	 15:04:56	 15:06:07"
"Alarms	 10:42:09	 10:44:06"
"Medical Incident	 09:04:33	 09:06:04"
"Structure Fire	 15:06:56	 15:09:13"
"Train / Rail Incident	 21:57:31	 04:46:50"
"Medical Incident	 11:18:08	 11:21:34"
"Medical Incident	 11:18:08	 11:19:46"
"Medical Incident	 02:51:04	 02:54:05"
"Alarms	 14:28:08	 14:29:33"
"Medical Incident	 13:07:12	 13:12:06"
"Medical Incident	 20:23:58	 20:28:41"
"Medical Incident	 10:59:27	 11:01:02"
"Medical Incident	 16:30:21	 16:34:01"
"Medical Incident	 13:44:51	 13:46:48"
"Medical Incident	 02:59:59	 03:01:35"
"Medical Incident	 14:37:24	 14:40:44"
"Traffic Collision	 15:04:56	 15:15:05"
"Medical Incident	 10:38:32	 10:40:30"
"Medical Incident	 19:27:56	 19:28:12"
"Alarms	 19:13:22	 19:15:33"
"Medical Incident	 05:54:44	 05:56:33"
"Medical Incident	 22:41:10	 22:43:47"
"Medical Incident	 01:24:59	 01:25:18"
"Structure Fire	 10:07:29	 10:08:58"
"Medical Incident	 01:36:56	 01:38:39"
"Medical Incident	 13:00:12	 13:03:08"
"Medical Incident	 11:41:13	 11:43:57"
"Medical Incident	 22:09:58	 22:13:26"
"Medical Incident	 09:09:56	 09:12:47"
"Alarms	 01:16:13	 01:18:03"
"Medical Incident	 02:36:31	 02:39:03"
"Medical Incident	 20:23:58	 20:28:41"
"Medical Incident	 19:21:57	 19:24:37"
"Medical Incident	 08:35:36	 08:38:11"
"Medical Incident	 02:54:29	 02:55:01"
"Alarms	 05:48:24	 05:49:56"
"Medical Incident	 14:40:28	 14:45:16"
"Medical Incident	 15:42:20	 15:49:36"
"Medical Incident	 07:53:28	 07:55:25"
"Medical Incident	 14:39:59	 14:42:16"
"Medical Incident	 16:06:48	 16:08:56"
"Medical Incident	 15:48:15	 15:52:11"
"Medical Incident	 17:19:12	 17:19:23"
"Medical Incident	 01:16:09	 01:16:35"
"Medical Incident	 13:00:12	 13:03:08"
"Structure Fire	 10:07:29	 10:10:43"
"Medical Incident	 13:28:46	 13:29:04"
"Medical Incident	 10:11:55	 10:14:25"
"Medical Incident	 14:00:26	 14:06:33"
"Medical Incident	 15:52:50	 15:55:34"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Medical Incident	 08:02:59	 08:07:29"
"Medical Incident	 17:09:30	 17:11:19"
"Structure Fire	 20:12:54	 20:13:03"
"Medical Incident	 22:19:54	 22:22:36"
"Medical Incident	 08:01:15	 08:03:46"
"Structure Fire	 15:37:35	 15:37:56"
"Medical Incident	 09:16:29	 09:18:40"
"Medical Incident	 08:36:30	 08:36:58"
"Traffic Collision	 15:10:27	 15:23:19"
"Medical Incident	 20:50:30	 20:51:32"
"Medical Incident	 16:52:47	 16:54:50"
"Medical Incident	 21:35:32	 21:36:39"
"Medical Incident	 20:48:32	 20:48:43"
"Medical Incident	 20:06:05	 20:08:59"
"Alarms	 09:27:58	 09:29:43"
"Other	 15:15:00	 15:19:24"
"Medical Incident	 22:06:11	 22:09:37"
"Traffic Collision	 18:00:35	 18:02:11"
"Medical Incident	 19:11:30	 19:14:56"
"Medical Incident	 08:35:46	 08:37:28"
"Medical Incident	 01:56:56	 01:59:10"
"Medical Incident	 13:21:48	 13:25:02"
"Medical Incident	 21:41:54	 21:43:30"
"Medical Incident	 12:23:49	 12:26:19"
"Medical Incident	 10:59:27	 11:01:02"
"Medical Incident	 06:59:02	 07:01:28"
"Medical Incident	 11:41:13	 11:43:57"
"Medical Incident	 04:20:05	 04:21:12"
"Medical Incident	 01:06:08	 01:07:42"
"Structure Fire	 10:07:29	 10:08:58"
"Traffic Collision	 07:35:58	 07:36:18"
"Medical Incident	 14:25:41	 14:27:32"
"Medical Incident	 15:30:26	 15:31:35"
"Medical Incident	 06:29:19	 06:30:54"
"Medical Incident	 11:01:34	 11:03:21"
"Medical Incident	 06:51:10	 06:51:34"
"Medical Incident	 20:46:01	 20:47:18"
"Traffic Collision	 12:56:02	 12:56:47"
"Medical Incident	 22:54:36	 22:57:00"
"Alarms	 07:46:46	 07:49:44"
"Medical Incident	 21:02:43	 21:07:04"
"Alarms	 18:13:04	 18:15:29"
"Medical Incident	 14:39:59	 14:41:16"
"Medical Incident	 11:06:16	 11:10:06"
"Medical Incident	 15:49:16	 15:49:25"
"Medical Incident	 11:09:44	 11:12:09"
"Medical Incident	 22:07:39	 22:08:15"
"Medical Incident	 18:48:26	 18:48:41"
"Structure Fire	 15:06:56	 15:09:13"
"Alarms	 01:16:13	 01:18:03"
"Medical Incident	 06:22:44	 06:27:42"
"Medical Incident	 04:52:41	 04:56:07"
"Medical Incident	 22:58:38	 23:00:17"
"Medical Incident	 14:03:13	 14:05:30"
"Medical Incident	 16:57:42	 16:58:04"
"Medical Incident	 08:51:07	 08:52:17"
"Medical Incident	 06:33:37	 06:39:22"
"Medical Incident	 15:01:28	 15:02:53"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Medical Incident	 06:45:45	 06:48:03"
"Medical Incident	 14:00:26	 14:03:51"
"Structure Fire	 19:20:22	 19:22:18"
"Medical Incident	 22:26:15	 22:27:44"
"Medical Incident	 06:46:43	 06:49:27"
"Medical Incident	 03:05:00	 03:07:42"
"Medical Incident	 13:07:12	 13:12:06"
"Medical Incident	 12:23:49	 12:26:19"
"Other	 13:04:24	 13:04:24"
"Alarms	 09:22:47	 09:25:41"
"Medical Incident	 09:59:16	 10:02:10"
