,call_type,received_timestamp,disptach_timestamp,dispatch_time
3412,Alarms,0 days 10:26:57.000000000,0 days 10:28:07.000000000,0 days 00:01:10.000000000
3413,Alarms,0 days 14:14:46.000000000,0 days 14:16:26.000000000,0 days 00:01:40.000000000
3414,Medical Incident,0 days 18:50:19.000000000,0 days 18:50:33.000000000,0 days 00:00:14.000000000
3415,Medical Incident,0 days 11:13:44.000000000,0 days 11:14:24.000000000,0 days 00:00:40.000000000
3416,Medical Incident,0 days 02:51:04.000000000,0 days 02:54:05.000000000,0 days 00:03:01.000000000
3417,Alarms,0 days 12:28:20.000000000,0 days 12:30:03.000000000,0 days 00:01:43.000000000
3418,Medical Incident,0 days 20:57:52.000000000,0 days 20:58:56.000000000,0 days 00:01:04.000000000
3419,Medical Incident,0 days 19:31:24.000000000,0 days 19:32:41.000000000,0 days 00:01:17.000000000
3420,Medical Incident,0 days 13:19:31.000000000,0 days 13:21:14.000000000,0 days 00:01:43.000000000
3421,Alarms,0 days 20:59:03.000000000,0 days 21:00:53.000000000,0 days 00:01:50.000000000
3422,Train / Rail Incident,0 days 13:48:08.000000000,0 days 14:03:39.000000000,0 days 00:15:31.000000000
3423,Medical Incident,0 days 16:57:42.000000000,0 days 17:00:56.000000000,0 days 00:03:14.000000000
3424,Medical Incident,0 days 23:58:48.000000000,0 days 00:00:37.000000000,-1 days +00:01:49.000000000
3425,Medical Incident,0 days 06:21:47.000000000,0 days 06:24:19.000000000,0 days 00:02:32.000000000
3426,Alarms,0 days 14:28:08.000000000,0 days 14:29:33.000000000,0 days 00:01:25.000000000
3427,Alarms,0 days 15:57:12.000000000,0 days 15:58:41.000000000,0 days 00:01:29.000000000
3428,Citizen Assist / Service Call,0 days 10:19:44.000000000,0 days 10:20:36.000000000,0 days 00:00:52.000000000
3429,Alarms,0 days 09:14:33.000000000,0 days 09:17:23.000000000,0 days 00:02:50.000000000
3430,Medical Incident,0 days 03:36:51.000000000,0 days 03:48:56.000000000,0 days 00:12:05.000000000
3431,Medical Incident,0 days 22:26:15.000000000,0 days 22:27:44.000000000,0 days 00:01:29.000000000
3432,Medical Incident,0 days 12:24:33.000000000,0 days 12:27:24.000000000,0 days 00:02:51.000000000
3433,Medical Incident,0 days 10:35:46.000000000,0 days 10:36:02.000000000,0 days 00:00:16.000000000
3434,Alarms,0 days 16:08:19.000000000,0 days 16:10:13.000000000,0 days 00:01:54.000000000
3435,Medical Incident,0 days 18:15:55.000000000,0 days 18:16:12.000000000,0 days 00:00:17.000000000
3436,Medical Incident,0 days 12:31:15.000000000,0 days 12:31:29.000000000,0 days 00:00:14.000000000
3437,Medical Incident,0 days 19:40:45.000000000,0 days 19:41:34.000000000,0 days 00:00:49.000000000
3438,Medical Incident,0 days 14:58:22.000000000,0 days 15:00:07.000000000,0 days 00:01:45.000000000
3439,Structure Fire,0 days 15:37:35.000000000,0 days 15:37:56.000000000,0 days 00:00:21.000000000
3440,Train / Rail Incident,0 days 21:57:31.000000000,0 days 04:39:09.000000000,-1 days +06:41:38.000000000
3441,Medical Incident,0 days 22:49:17.000000000,0 days 22:51:23.000000000,0 days 00:02:06.000000000
3442,Medical Incident,0 days 15:26:45.000000000,0 days 15:28:10.000000000,0 days 00:01:25.000000000
3443,Medical Incident,0 days 17:00:24.000000000,0 days 17:01:58.000000000,0 days 00:01:34.000000000
3444,Medical Incident,0 days 13:29:33.000000000,0 days 13:34:08.000000000,0 days 00:04:35.000000000
3445,Medical Incident,0 days 03:09:44.000000000,0 days 03:10:18.000000000,0 days 00:00:34.000000000
3446,Medical Incident,0 days 15:23:05.000000000,0 days 15:35:03.000000000,0 days 00:11:58.000000000
3447,Medical Incident,0 days 12:49:12.000000000,0 days 12:49:53.000000000,0 days 00:00:41.000000000
3448,Medical Incident,0 days 11:18:53.000000000,0 days 11:21:03.000000000,0 days 00:02:10.000000000
3449,Medical Incident,0 days 21:54:48.000000000,0 days 21:56:50.000000000,0 days 00:02:02.000000000
3450,Medical Incident,0 days 18:25:45.000000000,0 days 18:26:32.000000000,0 days 00:00:47.000000000
3451,Citizen Assist / Service Call,0 days 14:29:40.000000000,0 days 14:54:06.000000000,0 days 00:24:26.000000000
3452,Medical Incident,0 days 16:13:14.000000000,0 days 16:15:10.000000000,0 days 00:01:56.000000000
3453,Medical Incident,0 days 11:43:10.000000000,0 days 11:44:22.000000000,0 days 00:01:12.000000000
3454,Structure Fire,0 days 15:06:56.000000000,0 days 15:09:13.000000000,0 days 00:02:17.000000000
3455,Medical Incident,0 days 16:02:20.000000000,0 days 16:03:24.000000000,0 days 00:01:04.000000000
3456,Medical Incident,0 days 10:54:14.000000000,0 days 10:57:25.000000000,0 days 00:03:11.000000000
3457,Alarms,0 days 20:45:17.000000000,0 days 20:46:51.000000000,0 days 00:01:34.000000000
3458,Medical Incident,0 days 08:01:15.000000000,0 days 08:03:46.000000000,0 days 00:02:31.000000000
3459,Traffic Collision,0 days 07:35:58.000000000,0 days 07:36:18.000000000,0 days 00:00:20.000000000
3460,Gas Leak (Natural and LP Gases),0 days 11:34:32.000000000,0 days 11:36:04.000000000,0 days 00:01:32.000000000
3461,Medical Incident,0 days 18:01:31.000000000,0 days 18:03:22.000000000,0 days 00:01:51.000000000
3462,Alarms,0 days 19:13:22.000000000,0 days 19:15:33.000000000,0 days 00:02:11.000000000
3463,Traffic Collision,0 days 16:56:58.000000000,0 days 17:01:11.000000000,0 days 00:04:13.000000000
3464,Medical Incident,0 days 06:16:47.000000000,0 days 06:16:47.000000000,0 days 00:00:00.000000000
3465,Medical Incident,0 days 16:57:20.000000000,0 days 16:58:39.000000000,0 days 00:01:19.000000000
3466,Medical Incident,0 days 01:01:58.000000000,0 days 01:03:28.000000000,0 days 00:01:30.000000000
3467,Medical Incident,0 days 13:30:33.000000000,0 days 13:32:17.000000000,0 days 00:01:44.000000000
3468,Medical Incident,0 days 03:36:51.000000000,0 days 03:48:56.000000000,0 days 00:12:05.000000000
3469,Medical Incident,0 days 14:48:24.000000000,0 days 14:50:00.000000000,0 days 00:01:36.000000000
3470,Medical Incident,0 days 08:05:43.000000000,0 days 08:07:57.000000000,0 days 00:02:14.000000000
3471,Medical Incident,0 days 17:12:54.000000000,0 days 17:15:47.000000000,0 days 00:02:53.000000000
3472,Medical Incident,0 days 00:58:11.000000000,0 days 00:58:29.000000000,0 days 00:00:18.000000000
3473,Medical Incident,0 days 20:30:56.000000000,0 days 20:32:28.000000000,0 days 00:01:32.000000000
3474,Medical Incident,0 days 16:14:57.000000000,0 days 16:17:12.000000000,0 days 00:02:15.000000000
3475,Alarms,0 days 05:48:24.000000000,0 days 05:49:56.000000000,0 days 00:01:32.000000000
3476,Medical Incident,0 days 11:35:33.000000000,0 days 11:36:33.000000000,0 days 00:01:00.000000000
3477,Medical Incident,0 days 04:19:01.000000000,0 days 04:21:43.000000000,0 days 00:02:42.000000000
3478,Other,0 days 15:15:00.000000000,0 days 15:15:44.000000000,0 days 00:00:44.000000000
3479,Structure Fire,0 days 09:54:49.000000000,0 days 09:58:36.000000000,0 days 00:03:47.000000000
3480,Medical Incident,0 days 14:39:59.000000000,0 days 14:41:16.000000000,0 days 00:01:17.000000000
3481,Structure Fire,0 days 17:26:24.000000000,0 days 17:29:54.000000000,0 days 00:03:30.000000000
3482,Medical Incident,0 days 10:40:46.000000000,0 days 10:43:31.000000000,0 days 00:02:45.000000000
3483,Medical Incident,0 days 06:24:41.000000000,0 days 06:24:55.000000000,0 days 00:00:14.000000000
3484,Medical Incident,0 days 21:15:19.000000000,0 days 21:16:53.000000000,0 days 00:01:34.000000000
3485,Medical Incident,0 days 09:44:15.000000000,0 days 09:49:11.000000000,0 days 00:04:56.000000000
3486,Medical Incident,0 days 15:30:26.000000000,0 days 15:31:35.000000000,0 days 00:01:09.000000000
3487,Medical Incident,0 days 16:12:09.000000000,0 days 16:19:48.000000000,0 days 00:07:39.000000000
3488,Medical Incident,0 days 21:13:36.000000000,0 days 21:17:12.000000000,0 days 00:03:36.000000000
3489,Alarms,0 days 12:28:20.000000000,0 days 12:30:03.000000000,0 days 00:01:43.000000000
3490,Alarms,0 days 11:17:41.000000000,0 days 11:19:13.000000000,0 days 00:01:32.000000000
3491,Medical Incident,0 days 15:17:15.000000000,0 days 15:30:11.000000000,0 days 00:12:56.000000000
3492,Medical Incident,0 days 14:37:24.000000000,0 days 14:39:40.000000000,0 days 00:02:16.000000000
3493,Medical Incident,0 days 07:49:39.000000000,0 days 07:52:45.000000000,0 days 00:03:06.000000000
3494,Medical Incident,0 days 23:35:06.000000000,0 days 23:37:09.000000000,0 days 00:02:03.000000000
3495,Alarms,0 days 10:09:28.000000000,0 days 10:12:42.000000000,0 days 00:03:14.000000000
3496,Alarms,0 days 15:37:30.000000000,0 days 15:39:26.000000000,0 days 00:01:56.000000000
3497,Medical Incident,0 days 23:25:15.000000000,0 days 23:29:01.000000000,0 days 00:03:46.000000000
3498,Medical Incident,0 days 06:13:45.000000000,0 days 06:16:40.000000000,0 days 00:02:55.000000000
3499,Medical Incident,0 days 14:03:13.000000000,0 days 14:05:30.000000000,0 days 00:02:17.000000000
3500,Medical Incident,0 days 00:58:11.000000000,0 days 00:58:29.000000000,0 days 00:00:18.000000000
3501,Structure Fire,0 days 03:45:45.000000000,0 days 03:45:54.000000000,0 days 00:00:09.000000000
3502,Medical Incident,0 days 15:30:26.000000000,0 days 15:31:35.000000000,0 days 00:01:09.000000000
3503,Medical Incident,0 days 15:01:28.000000000,0 days 15:02:53.000000000,0 days 00:01:25.000000000
3504,Medical Incident,0 days 15:42:20.000000000,0 days 15:42:36.000000000,0 days 00:00:16.000000000
3505,Alarms,0 days 10:42:09.000000000,0 days 10:44:06.000000000,0 days 00:01:57.000000000
3506,Medical Incident,0 days 20:47:28.000000000,0 days 20:47:49.000000000,0 days 00:00:21.000000000
3507,Medical Incident,0 days 14:00:26.000000000,0 days 14:03:51.000000000,0 days 00:03:25.000000000
3508,Medical Incident,0 days 22:54:36.000000000,0 days 22:57:00.000000000,0 days 00:02:24.000000000
3509,Medical Incident,0 days 03:57:14.000000000,0 days 04:00:56.000000000,0 days 00:03:42.000000000
3510,Medical Incident,0 days 08:02:59.000000000,0 days 08:07:29.000000000,0 days 00:04:30.000000000
3511,Medical Incident,0 days 08:29:22.000000000,0 days 08:30:19.000000000,0 days 00:00:57.000000000
3512,Medical Incident,0 days 23:18:23.000000000,0 days 23:19:20.000000000,0 days 00:00:57.000000000
3513,Structure Fire,0 days 19:17:01.000000000,0 days 19:19:31.000000000,0 days 00:02:30.000000000
3514,Alarms,0 days 14:14:46.000000000,0 days 14:16:26.000000000,0 days 00:01:40.000000000
3515,Medical Incident,0 days 14:54:25.000000000,0 days 14:57:00.000000000,0 days 00:02:35.000000000
3516,Medical Incident,0 days 16:12:09.000000000,0 days 16:18:56.000000000,0 days 00:06:47.000000000
3517,Structure Fire,0 days 05:47:33.000000000,0 days 05:48:34.000000000,0 days 00:01:01.000000000
3518,Train / Rail Incident,0 days 13:48:08.000000000,0 days 14:03:39.000000000,0 days 00:15:31.000000000
3519,Alarms,0 days 16:03:48.000000000,0 days 16:07:26.000000000,0 days 00:03:38.000000000
3520,Medical Incident,0 days 12:59:53.000000000,0 days 13:04:31.000000000,0 days 00:04:38.000000000
3521,Medical Incident,0 days 06:48:07.000000000,0 days 06:49:48.000000000,0 days 00:01:41.000000000
3522,Medical Incident,0 days 18:31:38.000000000,0 days 18:31:53.000000000,0 days 00:00:15.000000000
3523,Medical Incident,0 days 18:56:34.000000000,0 days 18:59:56.000000000,0 days 00:03:22.000000000
3524,Medical Incident,0 days 14:16:13.000000000,0 days 14:19:15.000000000,0 days 00:03:02.000000000
3525,Alarms,0 days 16:03:48.000000000,0 days 16:06:13.000000000,0 days 00:02:25.000000000
3526,Structure Fire,0 days 13:18:11.000000000,0 days 13:18:21.000000000,0 days 00:00:10.000000000
3527,Medical Incident,0 days 21:31:09.000000000,0 days 21:33:49.000000000,0 days 00:02:40.000000000
3528,Medical Incident,0 days 15:45:20.000000000,0 days 15:47:48.000000000,0 days 00:02:28.000000000
3529,Medical Incident,0 days 15:47:23.000000000,0 days 15:48:22.000000000,0 days 00:00:59.000000000
3530,Medical Incident,0 days 15:19:29.000000000,0 days 15:26:26.000000000,0 days 00:06:57.000000000
3531,Alarms,0 days 16:08:19.000000000,0 days 16:10:13.000000000,0 days 00:01:54.000000000
3532,Medical Incident,0 days 21:49:34.000000000,0 days 21:50:41.000000000,0 days 00:01:07.000000000
3533,Vehicle Fire,0 days 22:54:43.000000000,0 days 22:56:22.000000000,0 days 00:01:39.000000000
3534,Medical Incident,0 days 16:30:35.000000000,0 days 16:32:46.000000000,0 days 00:02:11.000000000
3535,Medical Incident,0 days 09:44:15.000000000,0 days 09:49:11.000000000,0 days 00:04:56.000000000
3536,Medical Incident,0 days 14:46:12.000000000,0 days 14:50:38.000000000,0 days 00:04:26.000000000
3537,Alarms,0 days 05:48:24.000000000,0 days 05:49:56.000000000,0 days 00:01:32.000000000
3538,Medical Incident,0 days 09:44:46.000000000,0 days 09:52:11.000000000,0 days 00:07:25.000000000
3539,Medical Incident,0 days 10:47:32.000000000,0 days 10:49:17.000000000,0 days 00:01:45.000000000
3540,Medical Incident,0 days 22:47:09.000000000,0 days 22:48:23.000000000,0 days 00:01:14.000000000
3541,Medical Incident,0 days 18:15:59.000000000,0 days 18:16:47.000000000,0 days 00:00:48.000000000
3542,Medical Incident,0 days 00:39:52.000000000,0 days 00:45:58.000000000,0 days 00:06:06.000000000
3543,Medical Incident,0 days 09:25:37.000000000,0 days 09:28:22.000000000,0 days 00:02:45.000000000
3544,Medical Incident,0 days 17:12:54.000000000,0 days 17:15:47.000000000,0 days 00:02:53.000000000
3545,Medical Incident,0 days 13:37:12.000000000,0 days 13:41:48.000000000,0 days 00:04:36.000000000
3546,Structure Fire,0 days 13:29:45.000000000,0 days 13:40:05.000000000,0 days 00:10:20.000000000
3547,Medical Incident,0 days 00:59:59.000000000,0 days 01:05:00.000000000,0 days 00:05:01.000000000
3548,Train / Rail Incident,0 days 13:48:08.000000000,0 days 14:03:39.000000000,0 days 00:15:31.000000000
3549,Medical Incident,0 days 03:06:42.000000000,0 days 03:11:17.000000000,0 days 00:04:35.000000000
3550,Train / Rail Incident,0 days 21:57:31.000000000,0 days 04:39:09.000000000,-1 days +06:41:38.000000000
3551,Medical Incident,0 days 01:32:23.000000000,0 days 01:34:24.000000000,0 days 00:02:01.000000000
3552,Structure Fire,0 days 17:26:24.000000000,0 days 17:29:21.000000000,0 days 00:02:57.000000000
3553,Medical Incident,0 days 23:16:37.000000000,0 days 23:18:27.000000000,0 days 00:01:50.000000000
3554,Structure Fire,0 days 20:01:02.000000000,0 days 20:01:40.000000000,0 days 00:00:38.000000000
3555,Medical Incident,0 days 06:45:45.000000000,0 days 06:48:03.000000000,0 days 00:02:18.000000000
3556,Citizen Assist / Service Call,0 days 13:49:48.000000000,0 days 13:52:19.000000000,0 days 00:02:31.000000000
3557,Medical Incident,0 days 15:05:34.000000000,0 days 15:06:30.000000000,0 days 00:00:56.000000000
3558,Structure Fire,0 days 19:17:01.000000000,0 days 19:19:31.000000000,0 days 00:02:30.000000000
3559,Medical Incident,0 days 19:06:55.000000000,0 days 19:09:11.000000000,0 days 00:02:16.000000000
3560,Alarms,0 days 10:26:57.000000000,0 days 10:28:07.000000000,0 days 00:01:10.000000000
3561,Medical Incident,0 days 16:59:03.000000000,0 days 16:59:15.000000000,0 days 00:00:12.000000000
3562,Alarms,0 days 16:08:19.000000000,0 days 16:10:13.000000000,0 days 00:01:54.000000000
3563,Medical Incident,0 days 15:47:11.000000000,0 days 15:49:14.000000000,0 days 00:02:03.000000000
3564,Alarms,0 days 22:34:25.000000000,0 days 22:36:24.000000000,0 days 00:01:59.000000000
3565,Medical Incident,0 days 15:05:38.000000000,0 days 15:17:57.000000000,0 days 00:12:19.000000000
3566,Medical Incident,0 days 03:18:16.000000000,0 days 03:19:46.000000000,0 days 00:01:30.000000000
3567,Medical Incident,0 days 09:50:42.000000000,0 days 09:51:09.000000000,0 days 00:00:27.000000000
3568,Medical Incident,0 days 01:01:58.000000000,0 days 01:03:28.000000000,0 days 00:01:30.000000000
3569,Medical Incident,0 days 21:08:40.000000000,0 days 21:09:49.000000000,0 days 00:01:09.000000000
3570,Train / Rail Incident,0 days 13:48:08.000000000,0 days 14:03:39.000000000,0 days 00:15:31.000000000
3571,Medical Incident,0 days 21:14:15.000000000,0 days 21:14:51.000000000,0 days 00:00:36.000000000
3572,Train / Rail Incident,0 days 21:57:31.000000000,0 days 04:39:09.000000000,-1 days +06:41:38.000000000
3573,Medical Incident,0 days 19:18:49.000000000,0 days 19:21:29.000000000,0 days 00:02:40.000000000
3574,Medical Incident,0 days 16:12:09.000000000,0 days 16:12:37.000000000,0 days 00:00:28.000000000
3575,Other,0 days 15:15:00.000000000,0 days 15:15:44.000000000,0 days 00:00:44.000000000
3576,Medical Incident,0 days 09:28:39.000000000,0 days 09:30:40.000000000,0 days 00:02:01.000000000
3577,Medical Incident,0 days 15:33:12.000000000,0 days 15:38:32.000000000,0 days 00:05:20.000000000
3578,Medical Incident,0 days 14:16:13.000000000,0 days 14:17:09.000000000,0 days 00:00:56.000000000
3579,Alarms,0 days 09:24:16.000000000,0 days 09:27:41.000000000,0 days 00:03:25.000000000
3580,Medical Incident,0 days 01:39:33.000000000,0 days 01:43:48.000000000,0 days 00:04:15.000000000
3581,Alarms,0 days 09:24:16.000000000,0 days 09:27:41.000000000,0 days 00:03:25.000000000
3582,Alarms,0 days 21:37:12.000000000,0 days 21:40:51.000000000,0 days 00:03:39.000000000
3583,Medical Incident,0 days 07:06:49.000000000,0 days 07:08:52.000000000,0 days 00:02:03.000000000
3584,Medical Incident,0 days 12:54:29.000000000,0 days 12:56:10.000000000,0 days 00:01:41.000000000
3585,Medical Incident,0 days 14:58:22.000000000,0 days 15:00:07.000000000,0 days 00:01:45.000000000
3586,Medical Incident,0 days 09:42:01.000000000,0 days 09:43:16.000000000,0 days 00:01:15.000000000
3587,Medical Incident,0 days 23:40:47.000000000,0 days 23:40:52.000000000,0 days 00:00:05.000000000
3588,Alarms,0 days 18:13:04.000000000,0 days 18:15:29.000000000,0 days 00:02:25.000000000
3589,Medical Incident,0 days 20:34:23.000000000,0 days 20:36:14.000000000,0 days 00:01:51.000000000
3590,Structure Fire,0 days 15:06:56.000000000,0 days 15:09:13.000000000,0 days 00:02:17.000000000
3591,Medical Incident,0 days 01:42:56.000000000,0 days 01:43:22.000000000,0 days 00:00:26.000000000
3592,Medical Incident,0 days 11:44:13.000000000,0 days 11:45:52.000000000,0 days 00:01:39.000000000
3593,Alarms,0 days 21:37:12.000000000,0 days 21:38:43.000000000,0 days 00:01:31.000000000
3594,Medical Incident,0 days 15:23:05.000000000,0 days 15:24:17.000000000,0 days 00:01:12.000000000
3595,Structure Fire,0 days 10:07:29.000000000,0 days 10:08:58.000000000,0 days 00:01:29.000000000
3596,Medical Incident,0 days 19:30:41.000000000,0 days 19:30:56.000000000,0 days 00:00:15.000000000
3597,Medical Incident,0 days 15:23:05.000000000,0 days 15:24:17.000000000,0 days 00:01:12.000000000
3598,Medical Incident,0 days 09:15:15.000000000,0 days 09:16:39.000000000,0 days 00:01:24.000000000
3599,Medical Incident,0 days 18:51:42.000000000,0 days 18:55:28.000000000,0 days 00:03:46.000000000
