,call_type,received_timestamp
2973,Medical Incident,1/21/2018
2974,Alarms,1/21/2018
2975,Medical Incident,1/21/2018
2976,Medical Incident,1/21/2018
2977,Medical Incident,1/21/2018
2978,Medical Incident,1/21/2018
2979,Medical Incident,1/21/2018
2980,Alarms,1/21/2018
2981,Medical Incident,1/21/2018
2982,Medical Incident,1/21/2018
2983,Medical Incident,1/21/2018
2984,Alarms,1/21/2018
2985,Medical Incident,1/21/2018
2986,Medical Incident,1/21/2018
2987,Medical Incident,1/21/2018
2988,Alarms,1/21/2018
2989,Medical Incident,1/21/2018
2990,Medical Incident,1/21/2018
2991,Medical Incident,1/21/2018
2992,Structure Fire,1/21/2018
2993,Medical Incident,1/21/2018
2994,Medical Incident,1/21/2018
2995,Medical Incident,1/21/2018
2996,Structure Fire,1/21/2018
2997,Outside Fire,1/21/2018
2998,Traffic Collision,1/21/2018
2999,Medical Incident,1/21/2018
3000,Alarms,1/21/2018
3001,Medical Incident,1/21/2018
3002,Alarms,1/21/2018
3003,Medical Incident,1/21/2018
3004,Medical Incident,1/21/2018
3005,Medical Incident,1/21/2018
3006,Alarms,1/21/2018
3007,Medical Incident,1/21/2018
3008,Medical Incident,1/21/2018
3009,Medical Incident,1/21/2018
3010,Medical Incident,1/21/2018
3011,Medical Incident,1/21/2018
3012,Medical Incident,1/21/2018
3013,Medical Incident,1/21/2018
3014,Medical Incident,1/21/2018
3015,Alarms,1/21/2018
3016,Medical Incident,1/21/2018
3017,Structure Fire,1/21/2018
3018,Medical Incident,1/21/2018
3019,Fuel Spill,1/21/2018
3020,Alarms,1/21/2018
3021,Structure Fire,1/21/2018
3022,Medical Incident,1/21/2018
3023,Medical Incident,1/21/2018
3024,Medical Incident,1/21/2018
3025,Medical Incident,1/21/2018
3026,Medical Incident,1/21/2018
3027,Medical Incident,1/21/2018
3028,Medical Incident,1/21/2018
3029,Medical Incident,1/21/2018
3030,Alarms,1/21/2018
3031,Structure Fire,1/21/2018
3032,Medical Incident,1/21/2018
3033,Medical Incident,1/21/2018
3034,Medical Incident,1/21/2018
3035,Structure Fire,1/21/2018
3036,Traffic Collision,1/21/2018
3037,Alarms,1/21/2018
3038,Alarms,1/21/2018
3039,Medical Incident,1/21/2018
3040,Medical Incident,1/21/2018
3041,Medical Incident,1/21/2018
3042,Medical Incident,1/21/2018
3043,Water Rescue,1/21/2018
3044,Medical Incident,1/21/2018
3045,Train / Rail Incident,1/21/2018
3046,Medical Incident,1/21/2018
3047,Medical Incident,1/21/2018
3048,Structure Fire,1/21/2018
3049,Smoke Investigation (Outside),1/21/2018
3050,Medical Incident,1/21/2018
3051,Structure Fire,1/21/2018
3052,Medical Incident,1/21/2018
3053,Medical Incident,1/21/2018
3054,Medical Incident,1/21/2018
3055,Medical Incident,1/21/2018
3056,Elevator / Escalator Rescue,1/21/2018
3057,Structure Fire,1/21/2018
3058,Medical Incident,1/21/2018
3059,Medical Incident,1/21/2018
3060,Medical Incident,1/21/2018
3061,Medical Incident,1/21/2018
3062,Medical Incident,1/21/2018
3063,Water Rescue,1/21/2018
3064,Traffic Collision,1/21/2018
3065,Medical Incident,1/21/2018
3066,Medical Incident,1/21/2018
3067,Medical Incident,1/21/2018
3068,Medical Incident,1/21/2018
3069,Medical Incident,1/21/2018
3070,Medical Incident,1/21/2018
3071,Water Rescue,1/21/2018
3072,Medical Incident,1/21/2018
3073,Medical Incident,1/21/2018
3074,Alarms,1/21/2018
3075,Medical Incident,1/21/2018
3076,Medical Incident,1/21/2018
3077,Medical Incident,1/21/2018
3078,Medical Incident,1/21/2018
3079,Structure Fire,1/21/2018
3080,Structure Fire,1/21/2018
3081,Alarms,1/21/2018
3082,Medical Incident,1/21/2018
3083,Medical Incident,1/21/2018
3084,Medical Incident,1/21/2018
3085,Outside Fire,1/21/2018
3086,Medical Incident,1/21/2018
3087,Medical Incident,1/21/2018
3088,Structure Fire,1/21/2018
3089,Structure Fire,1/21/2018
3090,Alarms,1/21/2018
3091,Medical Incident,1/21/2018
3092,Medical Incident,1/21/2018
3093,Outside Fire,1/21/2018
3094,Alarms,1/21/2018
3095,Medical Incident,1/21/2018
3096,Medical Incident,1/21/2018
3097,Medical Incident,1/21/2018
3098,Medical Incident,1/21/2018
3099,Structure Fire,1/21/2018
3100,Medical Incident,1/21/2018
3101,Medical Incident,1/21/2018
3102,Medical Incident,1/21/2018
3103,Medical Incident,1/21/2018
3104,Medical Incident,1/21/2018
3105,Water Rescue,1/21/2018
3106,Other,1/21/2018
3107,Medical Incident,1/21/2018
3108,Alarms,1/21/2018
3109,Medical Incident,1/21/2018
3110,Medical Incident,1/21/2018
3111,Traffic Collision,1/21/2018
3112,Medical Incident,1/21/2018
3113,Smoke Investigation (Outside),1/21/2018
3114,Medical Incident,1/21/2018
3115,Medical Incident,1/21/2018
3116,Medical Incident,1/21/2018
3117,Medical Incident,1/21/2018
3118,Medical Incident,1/21/2018
3119,Medical Incident,1/21/2018
3120,Medical Incident,1/21/2018
3121,Medical Incident,1/21/2018
3122,Medical Incident,1/21/2018
3123,Outside Fire,1/21/2018
3124,Medical Incident,1/21/2018
3125,Medical Incident,1/21/2018
3126,Medical Incident,1/21/2018
3127,Medical Incident,1/21/2018
3128,Vehicle Fire,1/21/2018
3129,Medical Incident,1/21/2018
3130,Alarms,1/21/2018
3131,Medical Incident,1/21/2018
3132,Medical Incident,1/21/2018
3133,Water Rescue,1/21/2018
3134,Medical Incident,1/21/2018
3135,Medical Incident,1/21/2018
3136,Medical Incident,1/21/2018
3137,Medical Incident,1/21/2018
3138,Medical Incident,1/21/2018
3139,Medical Incident,1/21/2018
3140,Medical Incident,1/21/2018
3141,Medical Incident,1/21/2018
3142,Traffic Collision,1/21/2018
3143,Medical Incident,1/21/2018
3144,Medical Incident,1/21/2018
3145,Medical Incident,1/21/2018
3146,Outside Fire,1/21/2018
3147,Alarms,1/21/2018
3148,Medical Incident,1/21/2018
3149,Medical Incident,1/21/2018
3150,Medical Incident,1/21/2018
3151,Structure Fire,1/21/2018
3152,Medical Incident,1/21/2018
3153,Outside Fire,1/21/2018
3154,Medical Incident,1/21/2018
3155,Medical Incident,1/21/2018
3156,Traffic Collision,1/21/2018
3157,Medical Incident,1/21/2018
3158,Medical Incident,1/21/2018
3159,Medical Incident,1/21/2018
3160,Medical Incident,1/21/2018
3161,Medical Incident,1/21/2018
3162,Train / Rail Incident,1/21/2018
3163,Outside Fire,1/21/2018
3164,Medical Incident,1/21/2018
3165,Electrical Hazard,1/21/2018
3166,Structure Fire,1/21/2018
3167,Medical Incident,1/21/2018
3168,Water Rescue,1/21/2018
3169,Medical Incident,1/21/2018
3170,Medical Incident,1/21/2018
3171,Alarms,1/21/2018
3172,Medical Incident,1/21/2018
3173,Medical Incident,1/21/2018
3174,Traffic Collision,1/21/2018
3175,Traffic Collision,1/21/2018
3176,Medical Incident,1/21/2018
3177,Medical Incident,1/21/2018
3178,Alarms,1/21/2018
3179,Medical Incident,1/21/2018
3180,Traffic Collision,1/21/2018
3181,Medical Incident,1/21/2018
3182,Alarms,1/21/2018
3183,Medical Incident,1/21/2018
3184,Train / Rail Incident,1/21/2018
3185,Medical Incident,1/21/2018
3186,Medical Incident,1/21/2018
3187,Medical Incident,1/21/2018
3188,Medical Incident,1/21/2018
3189,Fuel Spill,1/21/2018
3190,Medical Incident,1/21/2018
3191,Medical Incident,1/21/2018
3192,Medical Incident,1/21/2018
3193,Medical Incident,1/21/2018
3194,Medical Incident,1/21/2018
3195,Medical Incident,1/21/2018
3196,Medical Incident,1/21/2018
3197,Alarms,1/21/2018
3198,Medical Incident,1/21/2018
3199,Alarms,1/21/2018
3200,Medical Incident,1/21/2018
3201,Medical Incident,1/21/2018
3202,Medical Incident,1/21/2018
3203,Medical Incident,1/21/2018
3204,Medical Incident,1/21/2018
3205,Medical Incident,1/21/2018
3206,Medical Incident,1/21/2018
3207,Medical Incident,1/21/2018
3208,Medical Incident,1/21/2018
3209,Medical Incident,1/21/2018
3210,Structure Fire,1/21/2018
3211,Medical Incident,1/21/2018
3212,Medical Incident,1/21/2018
3213,Structure Fire,1/21/2018
3214,Medical Incident,1/21/2018
3215,Train / Rail Incident,1/21/2018
3216,Traffic Collision,1/21/2018
3217,Train / Rail Incident,1/21/2018
3218,Medical Incident,1/21/2018
3219,Gas Leak (Natural and LP Gases),1/21/2018
3220,Medical Incident,1/21/2018
3221,Alarms,1/21/2018
3222,Medical Incident,1/21/2018
3223,Outside Fire,1/21/2018
3224,Train / Rail Incident,1/21/2018
3225,Medical Incident,1/21/2018
3226,Structure Fire,1/21/2018
3227,Medical Incident,1/21/2018
3228,Medical Incident,1/21/2018
3229,Medical Incident,1/21/2018
3230,Medical Incident,1/21/2018
3231,Medical Incident,1/21/2018
3232,Medical Incident,1/21/2018
3233,Medical Incident,1/21/2018
3234,Medical Incident,1/21/2018
3235,Medical Incident,1/21/2018
3236,Alarms,1/21/2018
3237,Medical Incident,1/21/2018
3238,Medical Incident,1/21/2018
3239,Medical Incident,1/21/2018
3240,Medical Incident,1/21/2018
3241,Medical Incident,1/21/2018
3242,Medical Incident,1/21/2018
3243,Medical Incident,1/21/2018
3244,Medical Incident,1/21/2018
3245,Medical Incident,1/21/2018
3246,Medical Incident,1/21/2018
3247,Medical Incident,1/21/2018
3248,Alarms,1/21/2018
3249,Traffic Collision,1/21/2018
3250,Medical Incident,1/21/2018
3251,Medical Incident,1/21/2018
3252,Medical Incident,1/21/2018
3253,Medical Incident,1/21/2018
3254,Alarms,1/21/2018
3255,Medical Incident,1/21/2018
3256,Structure Fire,1/21/2018
3257,Train / Rail Incident,1/21/2018
3258,Medical Incident,1/21/2018
3259,Medical Incident,1/21/2018
3260,Medical Incident,1/21/2018
3261,Structure Fire,1/21/2018
3262,Medical Incident,1/21/2018
3263,Medical Incident,1/21/2018
3264,Alarms,1/21/2018
3265,Medical Incident,1/21/2018
3266,Medical Incident,1/21/2018
3267,Medical Incident,1/21/2018
3268,Medical Incident,1/21/2018
3269,Alarms,1/21/2018
3270,Medical Incident,1/21/2018
3271,Outside Fire,1/21/2018
3272,Structure Fire,1/21/2018
3273,Medical Incident,1/21/2018
3274,Medical Incident,1/21/2018
3275,Medical Incident,1/21/2018
3276,Medical Incident,1/21/2018
3277,Medical Incident,1/21/2018
3278,Traffic Collision,1/21/2018
3279,Medical Incident,1/21/2018
3280,Gas Leak (Natural and LP Gases),1/21/2018
3281,Gas Leak (Natural and LP Gases),1/21/2018
3282,Medical Incident,1/21/2018
3283,Medical Incident,1/21/2018
3284,Medical Incident,1/21/2018
3285,Medical Incident,1/21/2018
3286,Medical Incident,1/21/2018
3287,Structure Fire,1/21/2018
3288,Gas Leak (Natural and LP Gases),1/21/2018
3289,Structure Fire,1/21/2018
3290,Structure Fire,1/21/2018
3291,Medical Incident,1/20/2018
3292,Medical Incident,1/20/2018
3293,Structure Fire,1/20/2018
3294,Medical Incident,1/20/2018
3295,Medical Incident,1/20/2018
3296,Alarms,1/20/2018
3297,Medical Incident,1/20/2018
3298,Traffic Collision,1/20/2018
3299,Medical Incident,1/20/2018
3300,Medical Incident,1/20/2018
3301,Outside Fire,1/20/2018
3302,Medical Incident,1/20/2018
3303,Structure Fire,1/20/2018
3304,Medical Incident,1/20/2018
3305,Structure Fire,1/20/2018
3306,Medical Incident,1/20/2018
3307,Structure Fire,1/20/2018
3308,Medical Incident,1/20/2018
3309,Medical Incident,1/20/2018
3310,Other,1/20/2018
3311,Medical Incident,1/20/2018
3312,Medical Incident,1/20/2018
3313,Traffic Collision,1/20/2018
3314,Medical Incident,1/20/2018
3315,Structure Fire,1/20/2018
3316,Medical Incident,1/20/2018
3317,Structure Fire,1/20/2018
3318,Medical Incident,1/20/2018
3319,Structure Fire,1/20/2018
3320,Train / Rail Incident,1/20/2018
3321,Alarms,1/20/2018
3322,Medical Incident,1/20/2018
3323,Medical Incident,1/20/2018
3324,Medical Incident,1/20/2018
3325,Medical Incident,1/20/2018
3326,Alarms,1/20/2018
3327,Alarms,1/20/2018
3328,Train / Rail Incident,1/20/2018
3329,Medical Incident,1/20/2018
3330,Medical Incident,1/20/2018
3331,Medical Incident,1/20/2018
3332,Medical Incident,1/20/2018
3333,Medical Incident,1/20/2018
3334,Medical Incident,1/20/2018
3335,Medical Incident,1/20/2018
3336,Medical Incident,1/20/2018
3337,Medical Incident,1/20/2018
3338,Alarms,1/20/2018
3339,Alarms,1/20/2018
3340,Alarms,1/20/2018
3341,Medical Incident,1/20/2018
3342,Traffic Collision,1/20/2018
3343,Alarms,1/20/2018
3344,Medical Incident,1/20/2018
3345,Medical Incident,1/20/2018
3346,Medical Incident,1/20/2018
3347,Medical Incident,1/20/2018
3348,Medical Incident,1/20/2018
3349,Medical Incident,1/20/2018
3350,Structure Fire,1/20/2018
3351,Medical Incident,1/20/2018
3352,Medical Incident,1/20/2018
3353,Structure Fire,1/20/2018
3354,Medical Incident,1/20/2018
3355,Medical Incident,1/20/2018
3356,Medical Incident,1/20/2018
3357,Medical Incident,1/20/2018
3358,Medical Incident,1/20/2018
3359,Medical Incident,1/20/2018
3360,Medical Incident,1/20/2018
3361,Medical Incident,1/20/2018
3362,Alarms,1/20/2018
3363,Medical Incident,1/20/2018
3364,Structure Fire,1/20/2018
3365,Alarms,1/20/2018
3366,Medical Incident,1/20/2018
3367,Medical Incident,1/20/2018
3368,Medical Incident,1/20/2018
3369,Medical Incident,1/20/2018
3370,Medical Incident,1/20/2018
3371,Structure Fire,1/20/2018
3372,Medical Incident,1/20/2018
3373,Alarms,1/20/2018
3374,Medical Incident,1/20/2018
3375,Structure Fire,1/20/2018
3376,Structure Fire,1/20/2018
3377,Medical Incident,1/20/2018
3378,Other,1/20/2018
3379,Medical Incident,1/20/2018
3380,Outside Fire,1/20/2018
3381,Medical Incident,1/20/2018
3382,Medical Incident,1/20/2018
3383,Alarms,1/20/2018
3384,Medical Incident,1/20/2018
3385,Medical Incident,1/20/2018
3386,Structure Fire,1/20/2018
3387,Medical Incident,1/20/2018
3388,Medical Incident,1/20/2018
3389,Medical Incident,1/20/2018
3390,Alarms,1/20/2018
3391,Medical Incident,1/20/2018
3392,Alarms,1/20/2018
3393,Structure Fire,1/20/2018
3394,Medical Incident,1/20/2018
3395,Medical Incident,1/20/2018
3396,Medical Incident,1/20/2018
3397,Alarms,1/20/2018
3398,Medical Incident,1/20/2018
3399,Medical Incident,1/20/2018
3400,Medical Incident,1/20/2018
3401,Medical Incident,1/20/2018
3402,Structure Fire,1/20/2018
3403,Medical Incident,1/20/2018
3404,Other,1/20/2018
3405,Medical Incident,1/20/2018
3406,Gas Leak (Natural and LP Gases),1/20/2018
3407,Medical Incident,1/20/2018
3408,Alarms,1/20/2018
3409,Other,1/20/2018
3410,Medical Incident,1/20/2018
3411,Medical Incident,1/20/2018
3412,Train / Rail Incident,1/20/2018
3413,Alarms,1/20/2018
3414,Alarms,1/20/2018
3415,Medical Incident,1/20/2018
3416,Medical Incident,1/20/2018
3417,Medical Incident,1/20/2018
3418,Alarms,1/20/2018
3419,Medical Incident,1/20/2018
3420,Medical Incident,1/20/2018
3421,Medical Incident,1/20/2018
3422,Alarms,1/20/2018
3423,Train / Rail Incident,1/20/2018
3424,Medical Incident,1/20/2018
3425,Medical Incident,1/20/2018
3426,Medical Incident,1/20/2018
3427,Alarms,1/20/2018
3428,Alarms,1/20/2018
3429,Citizen Assist / Service Call,1/20/2018
3430,Alarms,1/20/2018
3431,Medical Incident,1/20/2018
3432,Medical Incident,1/20/2018
3433,Medical Incident,1/20/2018
3434,Medical Incident,1/20/2018
3435,Alarms,1/20/2018
3436,Medical Incident,1/20/2018
3437,Medical Incident,1/20/2018
3438,Medical Incident,1/20/2018
3439,Medical Incident,1/20/2018
3440,Structure Fire,1/20/2018
3441,Train / Rail Incident,1/20/2018
3442,Medical Incident,1/20/2018
3443,Medical Incident,1/20/2018
3444,Medical Incident,1/20/2018
3445,Medical Incident,1/20/2018
3446,Medical Incident,1/20/2018
3447,Medical Incident,1/20/2018
3448,Medical Incident,1/20/2018
3449,Medical Incident,1/20/2018
3450,Medical Incident,1/20/2018
3451,Medical Incident,1/20/2018
3452,Citizen Assist / Service Call,1/20/2018
3453,Medical Incident,1/20/2018
3454,Medical Incident,1/20/2018
3455,Structure Fire,1/20/2018
3456,Medical Incident,1/20/2018
3457,Medical Incident,1/20/2018
3458,Alarms,1/20/2018
3459,Medical Incident,1/20/2018
3460,Traffic Collision,1/20/2018
3461,Gas Leak (Natural and LP Gases),1/20/2018
3462,Medical Incident,1/20/2018
3463,Alarms,1/20/2018
3464,Traffic Collision,1/20/2018
3465,Medical Incident,1/20/2018
3466,Medical Incident,1/20/2018
3467,Medical Incident,1/20/2018
3468,Medical Incident,1/20/2018
3469,Medical Incident,1/20/2018
3470,Medical Incident,1/20/2018
3471,Medical Incident,1/20/2018
3472,Medical Incident,1/20/2018
3473,Medical Incident,1/20/2018
3474,Medical Incident,1/20/2018
3475,Medical Incident,1/20/2018
3476,Alarms,1/20/2018
3477,Medical Incident,1/20/2018
3478,Medical Incident,1/20/2018
3479,Other,1/20/2018
3480,Structure Fire,1/20/2018
3481,Medical Incident,1/20/2018
3482,Structure Fire,1/20/2018
3483,Medical Incident,1/20/2018
3484,Medical Incident,1/20/2018
3485,Medical Incident,1/20/2018
3486,Medical Incident,1/20/2018
3487,Medical Incident,1/20/2018
3488,Medical Incident,1/20/2018
3489,Medical Incident,1/20/2018
3490,Alarms,1/20/2018
3491,Alarms,1/20/2018
3492,Medical Incident,1/20/2018
3493,Medical Incident,1/20/2018
3494,Medical Incident,1/20/2018
3495,Medical Incident,1/20/2018
3496,Alarms,1/20/2018
3497,Alarms,1/20/2018
3498,Medical Incident,1/20/2018
3499,Medical Incident,1/20/2018
3500,Medical Incident,1/20/2018
3501,Medical Incident,1/20/2018
3502,Structure Fire,1/20/2018
3503,Medical Incident,1/20/2018
3504,Medical Incident,1/20/2018
3505,Medical Incident,1/20/2018
3506,Alarms,1/20/2018
3507,Medical Incident,1/20/2018
3508,Medical Incident,1/20/2018
3509,Medical Incident,1/20/2018
3510,Medical Incident,1/20/2018
3511,Medical Incident,1/20/2018
3512,Medical Incident,1/20/2018
3513,Medical Incident,1/20/2018
3514,Structure Fire,1/20/2018
3515,Alarms,1/20/2018
3516,Medical Incident,1/20/2018
3517,Medical Incident,1/20/2018
3518,Structure Fire,1/20/2018
3519,Train / Rail Incident,1/20/2018
3520,Alarms,1/20/2018
3521,Medical Incident,1/20/2018
3522,Medical Incident,1/20/2018
3523,Medical Incident,1/20/2018
3524,Medical Incident,1/20/2018
3525,Medical Incident,1/20/2018
3526,Alarms,1/20/2018
3527,Structure Fire,1/20/2018
3528,Medical Incident,1/20/2018
3529,Medical Incident,1/20/2018
3530,Medical Incident,1/20/2018
3531,Medical Incident,1/20/2018
3532,Alarms,1/20/2018
3533,Medical Incident,1/20/2018
3534,Vehicle Fire,1/20/2018
3535,Medical Incident,1/20/2018
3536,Medical Incident,1/20/2018
3537,Medical Incident,1/20/2018
3538,Alarms,1/20/2018
3539,Medical Incident,1/20/2018
3540,Medical Incident,1/20/2018
3541,Medical Incident,1/20/2018
3542,Medical Incident,1/20/2018
3543,Medical Incident,1/20/2018
3544,Medical Incident,1/20/2018
3545,Medical Incident,1/20/2018
3546,Medical Incident,1/20/2018
3547,Structure Fire,1/20/2018
3548,Medical Incident,1/20/2018
3549,Train / Rail Incident,1/20/2018
3550,Medical Incident,1/20/2018
3551,Train / Rail Incident,1/20/2018
3552,Medical Incident,1/20/2018
3553,Structure Fire,1/20/2018
3554,Medical Incident,1/20/2018
3555,Structure Fire,1/20/2018
3556,Medical Incident,1/20/2018
3557,Citizen Assist / Service Call,1/20/2018
3558,Medical Incident,1/20/2018
3559,Structure Fire,1/20/2018
3560,Medical Incident,1/20/2018
3561,Alarms,1/20/2018
3562,Medical Incident,1/20/2018
3563,Alarms,1/20/2018
3564,Medical Incident,1/20/2018
3565,Alarms,1/20/2018
3566,Medical Incident,1/20/2018
3567,Medical Incident,1/20/2018
3568,Medical Incident,1/20/2018
3569,Medical Incident,1/20/2018
3570,Medical Incident,1/20/2018
3571,Train / Rail Incident,1/20/2018
3572,Medical Incident,1/20/2018
3573,Train / Rail Incident,1/20/2018
3574,Medical Incident,1/20/2018
3575,Medical Incident,1/20/2018
3576,Other,1/20/2018
3577,Medical Incident,1/20/2018
3578,Medical Incident,1/20/2018
3579,Medical Incident,1/20/2018
3580,Alarms,1/20/2018
3581,Medical Incident,1/20/2018
3582,Alarms,1/20/2018
3583,Alarms,1/20/2018
3584,Medical Incident,1/20/2018
3585,Medical Incident,1/20/2018
3586,Medical Incident,1/20/2018
3587,Medical Incident,1/20/2018
3588,Medical Incident,1/20/2018
3589,Alarms,1/20/2018
3590,Medical Incident,1/20/2018
3591,Structure Fire,1/20/2018
3592,Medical Incident,1/20/2018
3593,Medical Incident,1/20/2018
3594,Alarms,1/20/2018
3595,Medical Incident,1/20/2018
3596,Structure Fire,1/20/2018
3597,Medical Incident,1/20/2018
3598,Medical Incident,1/20/2018
3599,Medical Incident,1/20/2018
3600,Medical Incident,1/20/2018
3601,Gas Leak (Natural and LP Gases),1/20/2018
3602,Alarms,1/20/2018
3603,Alarms,1/20/2018
3604,Outside Fire,1/20/2018
3605,Medical Incident,1/20/2018
3606,Medical Incident,1/20/2018
3607,Alarms,1/20/2018
3608,Traffic Collision,1/20/2018
