call_type,latitude,longitude,zipcode_of_incident,,row_id
Gas Leak (Natural and LP Gases),37.70983846,-122.4105602,94134,,180211388-E44
Structure Fire,37.76642861,-122.45211,94117,,180213526-89
Structure Fire,37.76642861,-122.45211,94117,,180213526-T06
Medical Incident,37.78285368,-122.4173655,94102,,180201744-E41
Medical Incident,37.71305797,-122.400658,94134,,180201704-61
Structure Fire,37.78521973,-122.4066747,94102,,180201170-T13
Medical Incident,37.79331488,-122.4066433,94108,,180202979-55
Medical Incident,37.77952317,-122.4126393,94103,,180201351-E36
Alarms,37.78316343,-122.4115993,94102,,180202378-T01
Medical Incident,37.72103514,-122.4471362,94112,,180202869-93
Traffic Collision,37.77566572,-122.4778976,94121,,180200732-50
Medical Incident,37.74673697,-122.4139222,94110,,180200406-62
Medical Incident,37.71219584,-122.4208389,94134,,180201376-58
Outside Fire,37.78303834,-122.4622788,94118,,180203134-E31
Medical Incident,37.77827537,-122.4383387,94115,,180202465-E21
Structure Fire,37.78373004,-122.4137537,94102,,180200547-E03
Medical Incident,37.72086924,-122.3872476,94124,,180203663-E17
Structure Fire,37.80428156,-122.417101,94133,,180201839-RS1
Medical Incident,37.74270315,-122.3879264,94124,,180200762-88
Structure Fire,37.78373004,-122.4137537,94102,,180200547-B01
Medical Incident,37.785233,-122.4103296,94102,,180200580-59
Medical Incident,37.73744987,-122.4004789,94124,,180200817-E42
Other,37.76267071,-122.435188,94114,,180202201-RC3
Medical Incident,37.75797648,-122.4233367,94110,,180201318-RC3
Medical Incident,37.79053181,-122.4039142,94108,,180202726-KM01
Traffic Collision,37.77903729,-122.41062,94103,,180200368-E36
Medical Incident,37.78005179,-122.4642812,94118,,180202820-67
Structure Fire,37.78521973,-122.4066747,94102,,180201170-D2
Medical Incident,37.78926495,-122.4120491,94109,,180200329-71
Structure Fire,37.75010755,-122.4137792,94110,,180202178-E37
Medical Incident,37.77883125,-122.471107,94118,,180201869-E14
Structure Fire,37.75902775,-122.4391673,94114,,180202283-E06
Train / Rail Incident,37.79267912,-122.3968535,94105,,180210451-T13
Alarms,37.7824485,-122.4163274,94102,,180203322-E03
Medical Incident,37.78575147,-122.409522,94102,,180202160-KM11
Medical Incident,37.77966604,-122.4137112,94102,,180200985-E36
Medical Incident,37.79281184,-122.4212098,94109,,180203275-E03
Medical Incident,37.78034755,-122.406488,94103,,180201260-50
Alarms,37.77887982,-122.43357,94115,,180201025-E05
Alarms,37.71872229,-122.3891183,94124,,180200758-B10
Train / Rail Incident,37.79267912,-122.3968535,94105,,180201944-RS1
Medical Incident,37.74468822,-122.4203949,94110,,180200085-66
Medical Incident,37.78092459,-122.4664269,94118,,180200543-AM102
Medical Incident,37.78137782,-122.433162,94115,,180203378-RC2
Medical Incident,37.74130262,-122.4717854,94116,,180200918-AM104
Medical Incident,37.75956147,-122.4170181,94110,,180200638-60
Medical Incident,37.78383852,-122.4137755,94102,,180200189-E03
Medical Incident,37.78679356,-122.4182933,94109,,180201902-85
Medical Incident,37.78508117,-122.4064978,94103,,180202218-53
Medical Incident,37.79459435,-122.4214252,94109,,180203338-KM07
Alarms,37.78782467,-122.3970324,94105,,180201035-E35
Alarms,37.78347684,-122.4124351,94102,,180202290-B02
Alarms,37.78511111,-122.414592,94109,,180202348-B02
Medical Incident,37.75617132,-122.4198655,94110,,180200188-52
Traffic Collision,37.71147667,-122.4555922,94112,,180202231-E33
Alarms,37.78409104,-122.4117844,94102,,180200988-E03
Medical Incident,37.72632645,-122.4271532,94112,,180200139-RC4
Medical Incident,37.7400174,-122.4217104,94110,,180202408-E11
Medical Incident,37.78095176,-122.4119854,94102,,180203030-63
Medical Incident,37.76571899,-122.4095207,94103,,180200659-E29
Medical Incident,37.79145668,-122.4174184,94109,,180203040-E02
Medical Incident,37.80011274,-122.4378604,94123,,180203678-RC2
Structure Fire,37.78373004,-122.4137537,94102,,180200547-B02
Medical Incident,37.75302204,-122.4829035,94122,,180202912-E18
Medical Incident,37.75302204,-122.4829035,94122,,180202912-95
Structure Fire,37.75090379,-122.4339791,94114,,180201141-E11
Medical Incident,37.80675821,-122.4469162,94123,,180203128-72
Medical Incident,37.72103514,-122.4471362,94112,,180201681-83
Medical Incident,37.7771817,-122.485669,94121,,180201190-KM08
Medical Incident,37.77832683,-122.3965306,94107,,180200308-E08
Medical Incident,37.77696755,-122.4145306,94103,,180202054-52
Medical Incident,37.77903213,-122.4018433,94107,,180202410-66
Medical Incident,37.75090258,-122.4139258,94110,,180201203-52
Medical Incident,37.79145668,-122.4174184,94109,,180203040-62
Alarms,37.78706547,-122.4131598,94102,,180200417-E03
Medical Incident,37.79053181,-122.4039142,94108,,180202726-E13
Structure Fire,37.75010755,-122.4137792,94110,,180202178-E11
Alarms,37.80539124,-122.4448002,94123,,180201990-T10
Medical Incident,37.71877623,-122.4690152,94132,,180201209-KM04
Medical Incident,37.77832683,-122.3965306,94107,,180200357-E08
Medical Incident,37.80401127,-122.410748,94133,,180203736-72
Medical Incident,37.76133406,-122.464046,94122,,180203703-E22
Medical Incident,37.71457722,-122.4980982,94132,,180203031-95
Structure Fire,37.78521973,-122.4066747,94102,,180201170-53
Medical Incident,37.77832683,-122.3965306,94107,,180200308-KM03
Alarms,37.79212424,-122.4235283,94109,,180203356-T05
Medical Incident,37.78067141,-122.3965652,94107,,180200643-81
Structure Fire,37.78521973,-122.4066747,94102,,180201170-E13
Structure Fire,37.75010755,-122.4137792,94110,,180202178-RS2
Medical Incident,37.78169591,-122.4907609,94121,,180200344-E14
Other,37.76267071,-122.435188,94114,,180202201-E06
Medical Incident,37.78597748,-122.4053594,94103,,180203682-AM120
Outside Fire,37.79670734,-122.3981862,94111,,180203750-E13
Medical Incident,37.79073739,-122.4198727,94109,,180201326-KM13
Medical Incident,37.72632645,-122.4271532,94112,,180200139-AM124
Alarms,37.75703373,-122.4767584,94122,,180201966-B08
Medical Incident,37.80618023,-122.4205328,94109,,180202314-KM11
Medical Incident,37.78399149,-122.4080665,94103,,180202275-AM150
Structure Fire,37.7741251,-122.4188102,94103,,180200409-T03
Medical Incident,37.74737475,-122.4155019,94110,,180201378-79
Medical Incident,37.78086621,-122.4288032,94115,,180203278-63
Medical Incident,37.78121703,-122.4570015,94118,,180202324-E31
Alarms,37.79188433,-122.4099836,94108,,180200247-T02
Medical Incident,37.77925797,-122.4268286,94102,,180203694-E36
Alarms,37.78706547,-122.4131598,94102,,180200417-B01
Structure Fire,37.78506174,-122.4264301,94109,,180202662-B04
Medical Incident,37.78294352,-122.4199884,94102,,180202167-RC2
Medical Incident,37.72791068,-122.3836618,94124,,180200622-57
Medical Incident,37.75956147,-122.4170181,94110,,180200639-E07
Alarms,37.79802285,-122.4058632,94133,,180201269-E28
Medical Incident,37.73820364,-122.4795909,94116,,180201344-E40
Medical Incident,37.74529841,-122.3891933,94124,,180202022-61
Medical Incident,37.79281184,-122.4212098,94109,,180203275-KM03
Medical Incident,37.78594273,-122.4189026,94109,,180200352-E03
Structure Fire,37.75090379,-122.4339791,94114,,180201141-RS2
Medical Incident,37.78533462,-122.424687,94109,,180202647-RC1
Other,37.76267071,-122.435188,94114,,180202201-B05
Medical Incident,37.78695216,-122.4410718,94115,,180203204-87
Gas Leak (Natural and LP Gases),37.71382674,-122.4703887,94132,,180202863-E19
Medical Incident,37.77507443,-122.421768,94102,,180200282-E36
Alarms,37.75703373,-122.4767584,94122,,180201966-T18
Other,37.76267071,-122.435188,94114,,180202201-71
Medical Incident,37.77848511,-122.5136484,94121,,180201813-65
Medical Incident,37.75545608,-122.4193083,94110,,180203758-67
Train / Rail Incident,37.79267912,-122.3968535,94105,,180201944-RC1
Alarms,37.76889301,-122.4243806,94103,,180201220-T06
Alarms,37.80539124,-122.4448002,94123,,180201990-E16
Medical Incident,37.74876648,-122.4067578,94110,,180202950-AM108
Medical Incident,37.75880196,-122.479009,94122,,180201360-E18
Medical Incident,37.72204865,-122.4368679,94112,,180200338-AM120
Alarms,37.78697332,-122.4258459,94109,,180201618-B04
Medical Incident,37.78770664,-122.420948,94109,,180203354-74
Medical Incident,37.7787846,-122.4268034,94102,,180203097-E05
Medical Incident,37.77453628,-122.4207413,94102,,180201799-E36
Alarms,37.79212424,-122.4235283,94109,,180203356-B04
Train / Rail Incident,37.79267912,-122.3968535,94105,,180201944-E04
Medical Incident,37.73128381,-122.3782049,94124,,180202540-93
Medical Incident,37.77879789,-122.4225207,94102,,180203841-E36
Medical Incident,37.77953108,-122.4135425,94103,,180200594-KM07
Alarms,37.78480739,-122.4136154,94102,,180202030-E03
Alarms,37.78511111,-122.414592,94109,,180202348-T03
Citizen Assist / Service Call,37.78186545,-122.4142853,94102,,180201207-E36
Alarms,37.78409104,-122.4117844,94102,,180200988-B02
Medical Incident,37.74673697,-122.4139222,94110,,180200406-RC3
Medical Incident,37.76410441,-122.421878,94110,,180203598-67
Medical Incident,37.80843251,-122.4107576,94133,,180201605-50
Medical Incident,37.78409104,-122.4117844,94102,,180201244-53
Alarms,37.74543747,-122.436846,94131,,180202392-E26
Medical Incident,37.76095474,-122.4339036,94114,,180202839-65
Medical Incident,37.77830294,-122.4154368,94102,,180201627-85
Medical Incident,37.80675821,-122.4469162,94123,,180203128-E16
Medical Incident,37.77762424,-122.3999811,94107,,180202140-52
Structure Fire,37.75902775,-122.4391673,94114,,180202283-E05
Train / Rail Incident,37.79267912,-122.3968535,94105,,180210451-B02
Medical Incident,37.72086924,-122.3872476,94124,,180203663-RC4
Medical Incident,37.78399149,-122.4080665,94103,,180202245-53
Medical Incident,37.8009162,-122.409211,94133,,180202556-KM04
Medical Incident,37.80276949,-122.4382704,94123,,180201845-KM01
Medical Incident,37.71219584,-122.4208389,94134,,180200356-57
Medical Incident,37.79885485,-122.4333195,94123,,180202237-KM02
Medical Incident,37.77046954,-122.4433117,94117,,180201690-E06
Medical Incident,37.74737475,-122.4155019,94110,,180201378-E11
Medical Incident,37.73729191,-122.4875657,94116,,180203507-63
Medical Incident,37.76588327,-122.4403243,94114,,180202875-KM09
Citizen Assist / Service Call,37.77708346,-122.4169793,94102,,180202044-AM108
Medical Incident,37.7400174,-122.4217104,94110,,180202408-E32
Medical Incident,37.75205046,-122.4081819,94110,,180201451-E09
Structure Fire,37.75010755,-122.4137792,94110,,180202178-RS1
Medical Incident,37.76924706,-122.4269556,94114,,180202366-AM116
Medical Incident,37.78049626,-122.4321404,94115,,180201303-E38
Alarms,37.7824485,-122.4163274,94102,,180203322-T03
Medical Incident,37.73812754,-122.4240635,94110,,180200791-85
Traffic Collision,37.77566572,-122.4778976,94121,,180200732-RC1
Gas Leak (Natural and LP Gases),37.79367584,-122.4255257,94109,,180201423-E38
Medical Incident,37.7580246,-122.3878193,94107,,180202779-89
Alarms,37.79212424,-122.4235283,94109,,180203037-E41
Traffic Collision,37.74927012,-122.4036762,94124,,180202547-E29
Medical Incident,37.76505134,-122.419669,94103,,180200581-65
Medical Incident,37.72178469,-122.4823056,94132,,180202542-E19
Medical Incident,37.72632645,-122.4271532,94112,,180200139-E43
Medical Incident,37.71219584,-122.4208389,94134,,180201843-E43
Medical Incident,37.74673697,-122.4139222,94110,,180200406-AM128
Medical Incident,37.78874738,-122.4346517,94115,,180202100-76
Medical Incident,37.80447272,-122.4155626,94133,,180200806-71
Medical Incident,37.79997798,-122.4428461,94123,,180202617-E51
Medical Incident,37.76437321,-122.4174785,94110,,180200130-57
Medical Incident,37.78086621,-122.4288032,94115,,180203278-E38
Medical Incident,37.77903213,-122.4018433,94107,,180202410-T08
Alarms,37.78326039,-122.4183662,94109,,180200548-B04
Medical Incident,37.73568734,-122.3957085,94124,,180201424-57
Medical Incident,37.78506546,-122.3972095,94107,,180200450-81
Other,37.76267071,-122.435188,94114,,180202201-T06
Structure Fire,37.75090379,-122.4339791,94114,,180201141-E24
Medical Incident,37.7303933,-122.4057719,94134,,180202065-E42
Structure Fire,37.78506174,-122.4264301,94109,,180202662-T03
Medical Incident,37.79375456,-122.3955836,94105,,180201265-E13
Medical Incident,37.78730844,-122.4090614,94102,,180200597-79
Medical Incident,37.76617631,-122.4271427,94114,,180203381-78
Medical Incident,37.76483924,-122.401599,94107,,180201102-E29
Medical Incident,37.79270841,-122.4362239,94115,,180202265-76
Medical Incident,37.78338624,-122.4098537,94102,,180202401-52
Medical Incident,37.7935086,-122.3976083,94111,,180203386-55
Alarms,37.78697332,-122.4258459,94109,,180201618-E38
Alarms,37.78656673,-122.4072284,94102,,180201373-T03
Medical Incident,37.78508117,-122.4064978,94103,,180202218-68
Medical Incident,37.7435786,-122.4356502,94131,,180202061-79
Medical Incident,37.77961982,-122.392542,94107,,180200765-E08
Medical Incident,37.77626951,-122.4172576,94103,,180203777-87
Alarms,37.77535296,-122.4293445,94102,,180201182-T06
Alarms,37.78347684,-122.4124351,94102,,180202290-T03
Medical Incident,37.75545608,-122.4193083,94110,,180203758-E07
Medical Incident,37.785233,-122.4103296,94102,,180200580-E03
Medical Incident,37.78034755,-122.406488,94103,,180201954-60
Medical Incident,37.76437321,-122.4174785,94110,,180200130-E07
Structure Fire,37.78328785,-122.4089522,94103,,180200399-T01
Medical Incident,37.79270841,-122.4362239,94115,,180202265-T05
Medical Incident,37.80062415,-122.4227132,94109,,180202154-E28
Medical Incident,37.76155911,-122.4305429,94114,,180202304-61
Alarms,37.79802285,-122.4058632,94133,,180201269-T02
Medical Incident,37.7748089,-122.453832,94117,,180203327-83
Medical Incident,37.76088893,-122.4350007,94114,,180201953-E05
Medical Incident,37.80011274,-122.4378604,94123,,180203678-E38
Medical Incident,37.76425552,-122.4421289,94114,,180200416-E06
Medical Incident,37.7659078,-122.4561869,94117,,180200802-E12
Medical Incident,37.73573759,-122.4005623,94124,,180200865-E42
Medical Incident,37.77626951,-122.4172576,94103,,180203740-AM114
Structure Fire,37.78119999,-122.4303649,94115,,180203053-E21
Alarms,37.80539124,-122.4448002,94123,,180201990-B05
Medical Incident,37.75730761,-122.4066198,94110,,180202128-56
Medical Incident,37.78338624,-122.4098537,94102,,180202401-59
Structure Fire,37.78373004,-122.4137537,94102,,180200547-59
Train / Rail Incident,37.79267912,-122.3968535,94105,,180201944-E13
Alarms,37.78316343,-122.4115993,94102,,180202378-E03
Medical Incident,37.7585716,-122.3991292,94107,,180201728-57
Medical Incident,37.75956147,-122.4170181,94110,,180200639-60
Medical Incident,37.76939812,-122.451277,94117,,180202895-KM11
Medical Incident,37.79331488,-122.4066433,94108,,180202979-E02
Medical Incident,37.77346649,-122.4135469,94103,,180201991-RC3
Alarms,37.78316343,-122.4115993,94102,,180202378-E01
Structure Fire,37.7921084,-122.4009331,94104,,180201789-E13
Medical Incident,37.79282365,-122.3970342,94111,,180203433-55
Medical Incident,37.80618023,-122.4205328,94109,,180202314-E28
Medical Incident,37.7806621,-122.4228979,94102,,180202317-KM08
Medical Incident,37.75025707,-122.5031374,94116,,180202222-E18
Alarms,37.74543747,-122.436846,94131,,180202392-B06
Medical Incident,37.79282365,-122.3970342,94111,,180203489-AM114
Vehicle Fire,37.77207268,-122.4118972,94103,,180203677-T01
Medical Incident,37.78894504,-122.4262523,94109,,180202460-E38
Medical Incident,37.76483924,-122.401599,94107,,180201102-58
Medical Incident,37.71650618,-122.3904178,94124,,180202095-E17
Alarms,37.78326039,-122.4183662,94109,,180200548-E36
Medical Incident,37.7423754,-122.4219688,94110,,180201127-88
Medical Incident,37.76437321,-122.4174785,94110,,180201283-E07
Medical Incident,37.76097661,-122.4344574,94114,,180203652-75
Medical Incident,37.75142522,-122.4329883,94114,,180202843-68
Medical Incident,37.75502733,-122.4121916,94110,,180200103-E07
Medical Incident,37.78047851,-122.4125123,94103,,180201027-71
Medical Incident,37.79997798,-122.4428461,94123,,180202617-AM108
Medical Incident,37.77883125,-122.471107,94118,,180201869-E31
Structure Fire,37.80428156,-122.417101,94133,,180201839-T13
Medical Incident,37.7860452,-122.4104935,94102,,180200142-65
Train / Rail Incident,37.79267912,-122.3968535,94105,,180201944-T13
Medical Incident,37.77832683,-122.3965306,94107,,180200357-79
Train / Rail Incident,37.79267912,-122.3968535,94105,,180210451-B01
Medical Incident,37.75617132,-122.4198655,94110,,180200188-66
Structure Fire,37.78506174,-122.4264301,94109,,180202662-E03
Medical Incident,37.80401127,-122.410748,94133,,180203736-E28
Structure Fire,37.7838286,-122.4394667,94115,,180203182-T16
Medical Incident,37.7722547,-122.4405724,94117,,180200635-E21
Citizen Assist / Service Call,37.78133406,-122.3990275,94107,,180201912-T01
Medical Incident,37.78294352,-122.4199884,94102,,180202167-T03
Structure Fire,37.78119999,-122.4303649,94115,,180203053-B02
Medical Incident,37.78728904,-122.4242362,94109,,180203010-KM01
Alarms,37.76889301,-122.4243806,94103,,180201220-B02
Medical Incident,37.77216235,-122.4633329,94122,,180202548-85
Alarms,37.74543747,-122.436846,94131,,180202392-T11
Medical Incident,37.78372802,-122.4473684,94118,,180202318-AM102
Alarms,37.78316766,-122.3978255,94107,,180203618-E01
Medical Incident,37.74463434,-122.4312871,94131,,180202166-88
Medical Incident,37.76512662,-122.4321777,94114,,180200369-E06
