call_type,zipcode_of_incident,dispatch_time
Structure Fire,94114,6:41:38
Train / Rail Incident,94105,2:06
Medical Incident,94124,1:25
Medical Incident,94103,1:34
Medical Incident,94133,4:35
Medical Incident,94123,0:34
Medical Incident,94134,11:58
Medical Incident,94123,0:41
Medical Incident,94117,2:10
Medical Incident,94110,2:02
Medical Incident,94116,0:47
Medical Incident,94114,24:26:00
Citizen Assist / Service Call,94102,1:56
Medical Incident,94110,1:12
Medical Incident,94110,2:17
Structure Fire,94110,1:04
Medical Incident,94114,3:11
Medical Incident,94115,1:34
Alarms,94102,2:31
Medical Incident,94110,0:20
Traffic Collision,94121,1:32
Gas Leak (Natural and LP Gases),94109,1:51
Medical Incident,94107,2:11
Alarms,94109,4:13
Traffic Collision,94124,0:00
Medical Incident,94103,1:19
Medical Incident,94132,1:30
Medical Incident,94112,1:44
Medical Incident,94134,12:05
Medical Incident,94110,1:36
Medical Incident,94115,2:14
Medical Incident,94133,2:53
Medical Incident,94123,0:18
Medical Incident,94110,1:32
Medical Incident,94115,2:15
Medical Incident,94107,1:32
Alarms,94109,1:00
Medical Incident,94124,2:42
Medical Incident,94107,0:44
Other,94114,3:47
Structure Fire,94114,1:17
Medical Incident,94134,3:30
Structure Fire,94109,2:45
Medical Incident,94105,0:14
Medical Incident,94102,1:34
Medical Incident,94114,4:56
Medical Incident,94107,1:09
Medical Incident,94115,7:39
Medical Incident,94102,3:36
Medical Incident,94111,1:43
Alarms,94109,1:32
Alarms,94102,12:56
Medical Incident,94103,2:16
Medical Incident,94131,3:06
Medical Incident,94107,2:03
Medical Incident,94103,3:14
Alarms,94102,1:56
Alarms,94102,3:46
Medical Incident,94110,2:55
Medical Incident,94102,2:17
Medical Incident,94103,0:18
Medical Incident,94110,0:09
Structure Fire,94103,1:09
Medical Incident,94115,1:25
Medical Incident,94109,0:16
Medical Incident,94114,1:57
Alarms,94133,0:21
Medical Incident,94117,3:25
Medical Incident,94114,2:24
Medical Incident,94123,3:42
Medical Incident,94114,4:30
Medical Incident,94117,0:57
Medical Incident,94124,0:57
Medical Incident,94103,2:30
Structure Fire,94115,1:40
Alarms,94123,2:35
Medical Incident,94110,6:47
Medical Incident,94102,1:01
Structure Fire,94102,15:31
Train / Rail Incident,94105,3:38
Alarms,94102,4:38
Medical Incident,94107,1:41
Medical Incident,94110,0:15
Medical Incident,94117,3:22
Medical Incident,94108,3:02
Medical Incident,94103,2:25
Alarms,94102,0:10
Structure Fire,94104,2:40
Medical Incident,94111,2:28
Medical Incident,94109,0:59
Medical Incident,94102,6:57
Medical Incident,94116,1:54
Alarms,94131,1:07
Medical Incident,94111,1:39
Vehicle Fire,94103,2:11
Medical Incident,94109,4:56
Medical Incident,94107,4:26
Medical Incident,94124,1:32
Alarms,94109,7:25
Medical Incident,94110,1:45
Medical Incident,94110,1:14
Medical Incident,94114,0:48
Medical Incident,94114,6:06
Medical Incident,94110,2:45
Medical Incident,94103,2:53
Medical Incident,94123,4:36
Medical Incident,94118,10:20
Structure Fire,94133,5:01
Medical Incident,94102,15:31
Train / Rail Incident,94105,4:35
Medical Incident,94107,6:41:38
Train / Rail Incident,94105,2:01
Medical Incident,94110,2:57
Structure Fire,94109,1:50
Medical Incident,94133,0:38
Structure Fire,94115,2:18
Medical Incident,94117,2:31
Citizen Assist / Service Call,94107,0:56
Medical Incident,94102,2:30
Structure Fire,94115,2:16
Medical Incident,94109,1:10
Alarms,94103,0:12
Medical Incident,94122,1:54
Alarms,94131,2:03
Medical Incident,94118,1:59
Alarms,94107,12:19
Medical Incident,94131,1:30
Medical Incident,94114,0:27
Medical Incident,94102,1:30
Medical Incident,94112,1:09
Medical Incident,94103,15:31
Train / Rail Incident,94105,0:36
Medical Incident,94115,6:41:38
Train / Rail Incident,94105,2:40
Medical Incident,94103,0:28
Medical Incident,94102,0:44
Other,94114,2:01
Medical Incident,94124,5:20
Medical Incident,94103,0:56
Medical Incident,94103,3:25
Alarms,94115,4:15
Medical Incident,94122,3:25
Alarms,94115,3:39
Alarms,94115,2:03
Medical Incident,94118,1:41
Medical Incident,94114,1:45
Medical Incident,94107,1:15
Medical Incident,94109,0:05
Medical Incident,94121,2:25
Alarms,94131,1:51
Medical Incident,94102,2:17
Structure Fire,94110,0:26
Medical Incident,94102,1:39
Medical Incident,94110,1:31
Alarms,94115,1:12
Medical Incident,94123,1:29
Structure Fire,94102,0:15
Medical Incident,94114,1:12
Medical Incident,94123,1:24
Medical Incident,94102,3:46
Medical Incident,94112,1:32
Gas Leak (Natural and LP Gases),94109,1:41
Alarms,94109,1:25
Alarms,94102,3:05
Outside Fire,94110,2:37
Medical Incident,94133,0:52
Medical Incident,94132,2:25
Alarms,94102,0:22
Traffic Collision,94110,1:01
Structure Fire,94102,0:21
Medical Incident,94131,0:09
Structure Fire,94102,0:27
Medical Incident,94102,0:33
Medical Incident,94103,5:55
Structure Fire,94103,1:59
Gas Leak (Natural and LP Gases),94108,2:45
Medical Incident,94103,0:55
Medical Incident,94112,1:07
Medical Incident,94111,2:50
Alarms,94102,9:18
Medical Incident,94110,2:44
Medical Incident,94112,1:34
Alarms,94102,1:59
Alarms,94107,1:53
Medical Incident,94102,1:57
Medical Incident,94103,5:06
Medical Incident,94133,1:45
Alarms,94105,2:51
Medical Incident,94116,5:06
Medical Incident,94133,2:35
Medical Incident,94102,0:07
Structure Fire,94103,0:59
Medical Incident,94102,1:36
Medical Incident,94110,1:07
Medical Incident,94110,0:00
Medical Incident,94117,3:06
Medical Incident,94107,1:30
Medical Incident,94114,6:49:19
Train / Rail Incident,94105,4:33
Medical Incident,94110,6:34
Other,94114,3:47
Structure Fire,94114,2:30
Structure Fire,94115,1:51
Medical Incident,94110,1:09
Medical Incident,94103,0:09
Structure Fire,94103,0:19
Medical Incident,94133,12:05
Medical Incident,94110,2:14
Medical Incident,94102,1:56
Alarms,94102,4:48
Medical Incident,94102,0:36
Medical Incident,94115,0:37
Medical Incident,94102,15:32
Vehicle Fire,94103,10:12
Smoke Investigation (Outside),94116,3:47
Structure Fire,94114,0:10
Structure Fire,94109,4:28
Traffic Collision,94103,2:55
Medical Incident,94103,0:10
Structure Fire,94104,1:33
Citizen Assist / Service Call,94114,0:10
Structure Fire,94109,2:03
Medical Incident,94103,6:41:38
Train / Rail Incident,94105,0:12
Medical Incident,94122,1:56
Medical Incident,94102,0:19
Other,94124,2:15
Medical Incident,94158,1:34
Medical Incident,94123,2:49
Medical Incident,94108,0:17
Structure Fire,94103,2:07
Medical Incident,94102,2:47
Medical Incident,94103,10:20
Structure Fire,94133,1:02
Medical Incident,94102,29:13:00
Medical Incident,94118,1:40
Medical Incident,94134,1:36
Traffic Collision,94124,1:59
Alarms,94107,3:29
Medical Incident,94103,4:00
Medical Incident,94102,0:41
Medical Incident,94117,1:31
Medical Incident,94102,3:43
Medical Incident,94108,3:26
Medical Incident,94116,1:01
Structure Fire,94102,0:19
Medical Incident,94109,0:20
Medical Incident,94124,1:11
Traffic Collision,94103,1:57
Alarms,94133,1:31
Medical Incident,94102,2:17
Structure Fire,94110,6:49:19
Train / Rail Incident,94105,3:26
Medical Incident,94134,1:38
Medical Incident,94134,3:01
Medical Incident,94112,1:25
Alarms,94102,4:54
Medical Incident,94124,4:43
Medical Incident,94112,1:35
Medical Incident,94110,3:40
Medical Incident,94103,1:57
Medical Incident,94102,1:36
Medical Incident,94121,3:20
Medical Incident,94131,10:09
Traffic Collision,94103,1:58
Medical Incident,94134,0:16
Medical Incident,94124,2:11
Alarms,94109,1:49
Medical Incident,94102,2:37
Medical Incident,94133,0:19
Medical Incident,94124,1:29
Structure Fire,94102,1:43
Medical Incident,94122,2:56
Medical Incident,94102,2:44
Medical Incident,94108,3:28
Medical Incident,94122,2:51
Medical Incident,94134,1:50
Alarms,94102,2:32
Medical Incident,94132,4:43
Medical Incident,94112,2:40
Medical Incident,94121,2:35
Medical Incident,94102,0:32
Medical Incident,94117,1:32
Alarms,94109,4:48
Medical Incident,94102,7:16
Medical Incident,94114,1:57
Medical Incident,94121,2:17
Medical Incident,94134,2:08
Medical Incident,94121,3:56
Medical Incident,94118,0:11
Medical Incident,94102,0:26
Medical Incident,94118,2:56
Medical Incident,94102,3:14
Structure Fire,94102,0:18
Medical Incident,94110,2:30
Medical Incident,94121,6:07
Medical Incident,94114,2:44
Medical Incident,94111,6:41:38
Train / Rail Incident,94105,4:30
Medical Incident,94117,1:49
Medical Incident,94127,0:09
Structure Fire,94102,2:42
Medical Incident,94132,2:31
Medical Incident,94110,0:21
Structure Fire,94114,2:11
Medical Incident,94118,0:28
Medical Incident,94124,12:52
Traffic Collision,94112,1:02
Medical Incident,94124,2:03
Medical Incident,94103,1:07
Medical Incident,94115,0:11
Medical Incident,94115,2:54
Medical Incident,94102,1:45
Alarms,94105,4:24
Other,94114,3:26
Medical Incident,94131,1:36
Traffic Collision,94124,3:26
Medical Incident,94132,1:42
Medical Incident,94109,2:14
Medical Incident,94102,3:14
Medical Incident,94121,1:36
Medical Incident,94117,2:30
Medical Incident,94109,1:35
Medical Incident,94110,2:26
Medical Incident,94103,2:44
Medical Incident,94108,1:07
Medical Incident,94114,1:34
Medical Incident,94123,1:29
Structure Fire,94102,0:20
Traffic Collision,94121,1:51
Medical Incident,94124,1:09
Medical Incident,94115,1:35
Medical Incident,94103,1:47
Medical Incident,94109,0:24
Medical Incident,94110,1:17
Medical Incident,94110,0:45
Traffic Collision,94103,2:24
Medical Incident,94123,2:58
Alarms,94124,4:21
Medical Incident,94134,2:25
Alarms,94131,1:17
Medical Incident,94134,3:50
Medical Incident,94116,0:09
Medical Incident,94107,2:25
Medical Incident,94103,0:36
Medical Incident,94102,0:15
Medical Incident,94122,2:17
Structure Fire,94110,1:50
Alarms,94102,4:58
Medical Incident,94107,3:26
Medical Incident,94116,1:39
Medical Incident,94131,2:17
Medical Incident,94103,0:22
Medical Incident,94124,1:10
Medical Incident,94116,5:45
Medical Incident,94110,1:25
Medical Incident,94109,6:41:38
Train / Rail Incident,94105,2:18
Medical Incident,94117,3:25
Medical Incident,94114,1:56
Structure Fire,94102,1:29
Medical Incident,94110,2:44
Medical Incident,94110,2:42
Medical Incident,94109,4:54
Medical Incident,94124,2:30
Medical Incident,94109,0:00
Other,94114,2:54
Alarms,94122,2:54
Medical Incident,94102,2:11
Medical Incident,94127,0:36
Medical Incident,94115,0:40
Medical Incident,94122,2:25
Medical Incident,94131,0:07
Structure Fire,94103,16:54
Medical Incident,94124,1:27
Medical Incident,94105,3:32
Alarms,94102,1:02
Medical Incident,94124,1:33
Structure Fire,94102,2:10
Medical Incident,94115,2:34
Medical Incident,94124,2:11
Medical Incident,94127,15:31
Train / Rail Incident,94105,6:46
Medical Incident,94112,3:08
Medical Incident,94122,0:57
Medical Incident,94124,3:47
Structure Fire,94114,2:26
Medical Incident,94105,1:35
Outside Fire,94103,1:41
Alarms,94109,2:43
Medical Incident,94117,7:25
Medical Incident,94110,0:52
Medical Incident,94132,0:20
Traffic Collision,94121,2:50
Medical Incident,94109,2:53
Medical Incident,94103,2:35
Medical Incident,94102,0:16
Other,94103,4:53
Medical Incident,94102,10:20
Structure Fire,94133,0:11
Medical Incident,94116,6:41
Other,94114,3:43
Medical Incident,94108,0:11
Medical Incident,94102,2:44
Odor (Strange / Unknown),94118,1:01
Structure Fire,94102,1:41
Medical Incident,94110,2:44
Medical Incident,94109,0:38
Structure Fire,94115,2:54
Alarms,94122,1:29
Alarms,94109,5:19
Medical Incident,94103,0:11
Structure Fire,94133,1:51
Medical Incident,94110,2:16
Medical Incident,94131,2:25
Medical Incident,94107,1:43
Medical Incident,94102,3:47
Structure Fire,94114,2:54
Medical Incident,94102,2:30
Structure Fire,94115,2:07
Medical Incident,94102,2:01
Medical Incident,94124,4:14
Medical Incident,94114,0:22
Traffic Collision,94110,1:28
Other,94114,1:36
Medical Incident,94115,0:44
Other,94114,10:20
Structure Fire,94133,0:56
Medical Incident,94103,0:47
Medical Incident,94122,0:36
Medical Incident,94115,0:34
Medical Incident,94103,2:58
Alarms,94124,3:47
Structure Fire,94114,2:17
Structure Fire,94110,3:55
Structure Fire,94102,2:43
Medical Incident,94115,1:01
Structure Fire,94102,3:14
Alarms,94102,0:00
Medical Incident,94131,0:37
Medical Incident,94102,3:42
Medical Incident,94114,2:22
Medical Incident,94102,1:41
Alarms,94109,3:26
Medical Incident,94131,3:52
Medical Incident,94132,32:05:00
Medical Incident,94114,2:03
Medical Incident,94118,1:29
Medical Incident,94103,0:47
Medical Incident,94122,3:47
Structure Fire,94114,1:30
Medical Incident,94110,3:28
Medical Incident,94122,4:22
Medical Incident,94102,0:06
Medical Incident,94121,3:24
Medical Incident,94103,1:13
Medical Incident,94115,4:14
Medical Incident,94103,0:27
Medical Incident,94114,1:31
Alarms,94115,6:41:38
Train / Rail Incident,94105,0:27
Medical Incident,94110,2:16
Medical Incident,94109,1:00
Medical Incident,94124,1:26
Medical Incident,94124,5:03
Medical Incident,94102,6:41:38
Train / Rail Incident,94105,1:26
Medical Incident,94124,1:07
Medical Incident,94107,1:19
Medical Incident,94132,0:20
Traffic Collision,94121,15:31
Train / Rail Incident,94105,2:45
Medical Incident,94105,1:36
Medical Incident,94117,10:20
Structure Fire,94133,2:30
Structure Fire,94115,1:43
Medical Incident,94117,2:03
Medical Incident,94118,0:45
Traffic Collision,94109,0:07
Structure Fire,94102,3:14
Structure Fire,94102,2:34
Medical Incident,94124,2:06
Alarms,94102,1:49
Medical Incident,94103,2:09
Medical Incident,94110,2:30
Structure Fire,94115,2:01
Medical Incident,94103,1:57
Medical Incident,94102,0:10
Medical Incident,94102,0:57
Medical Incident,94110,1:26
Traffic Collision,94103,1:58
Medical Incident,94103,2:30
Structure Fire,94115,0:13
Medical Incident,94109,1:10
Alarms,94103,1:21
Medical Incident,94131,1:31
Alarms,94115,1:44
Medical Incident,94134,1:25
Alarms,94122,0:21
Structure Fire,94102,2:54
Medical Incident,94102,0:56
Medical Incident,94109,2:55
Medical Incident,94116,1:17
Medical Incident,94102,1:39
Vehicle Fire,94103,4:21
Medical Incident,94134,1:50
Alarms,94102,0:00
Medical Incident,94105,2:23
Medical Incident,94109,13:43
Other,94114,10:20
Structure Fire,94133,1:56
Medical Incident,94109,1:42
Medical Incident,94109,10:20
Structure Fire,94133,1:26
Traffic Collision,94103,2:17
Medical Incident,94105,1:37
Medical Incident,94102,1:50
Alarms,94109,2:30
Structure Fire,94115,1:53
Medical Incident,94102,0:44
Medical Incident,94110,2:30
Structure Fire,94115,2:55
Citizen Assist / Service Call,94121,1:50
Medical Incident,94117,2:27
Medical Incident,94116,9:46
Medical Incident,94134,1:45
Medical Incident,94110,2:44
Medical Incident,94111,11:13
Medical Incident,94114,6:41:38
Train / Rail Incident,94105,3:24
Medical Incident,94115,2:50
Alarms,94102,3:00
Medical Incident,94115,0:21
Structure Fire,94102,0:22
Medical Incident,94103,1:30
Medical Incident,94110,5:37
Medical Incident,94123,0:30
Medical Incident,94102,2:13
Medical Incident,94112,0:26
Medical Incident,94102,4:13
Traffic Collision,94124,3:02
Medical Incident,94132,2:25
Medical Incident,94107,3:25
Alarms,94115,1:59
Medical Incident,94124,6:41:38
Train / Rail Incident,94105,3:40
Medical Incident,94103,3:56
Medical Incident,94109,1:36
Medical Incident,94110,2:31
Medical Incident,94103,1:21
Other,94103,1:26
Traffic Collision,94117,10:20
Structure Fire,94133,2:31
Medical Incident,94105,0:27
Medical Incident,94110,2:17
Structure Fire,94110,2:39
Medical Incident,94123,2:55
Medical Incident,94116,0:10
Medical Incident,94109,0:16
Medical Incident,94103,1:54
Medical Incident,94115,6:46
Medical Incident,94112,3:02
Medical Incident,94132,0:00
Medical Incident,94133,1:26
Traffic Collision,94117,3:41
Medical Incident,94103,0:45
Traffic Collision,94109,3:21
Citizen Assist / Service Call,94102,11:05
Medical Incident,94103,1:37
Medical Incident,94102,2:55
Medical Incident,94118,3:45
Outside Fire,94110,0:32
Medical Incident,94117,1:34
Medical Incident,94107,0:54
Medical Incident,94103,0:55
Medical Incident,94112,1:32
Alarms,94102,0:19
Medical Incident,94102,2:52
Medical Incident,94109,1:26
Medical Incident,94124,2:14
Medical Incident,94124,1:31
Medical Incident,94107,1:23
Alarms,94108,0:11
Medical Incident,94102,2:06
Medical Incident,94124,0:16
Medical Incident,94103,3:41
Medical Incident,94103,0:29
Traffic Collision,94102,0:19
Medical Incident,94133,11:12
Medical Incident,94112,5:29
Other,94114,2:49
Medical Incident,94108,2:56
Medical Incident,94102,2:31
Medical Incident,94110,1:14
Medical Incident,94114,0:07
Structure Fire,94102,1:32
Gas Leak (Natural and LP Gases),94109,4:36
Medical Incident,94118,0:56
Medical Incident,94109,0:45
Traffic Collision,94103,5:19
Gas Leak (Natural and LP Gases),94110,2:51
Medical Incident,94102,6:41:38
Train / Rail Incident,94105,1:31
Medical Incident,94107,1:49
Medical Incident,94102,0:23
Traffic Collision,94134,0:58
Medical Incident,94109,1:53
Medical Incident,94102,2:31
Medical Incident,94105,1:29
Structure Fire,94102,1:15
Medical Incident,94124,1:29
Structure Fire,94102,2:47
Medical Incident,94103,3:47
Structure Fire,94114,2:51
Medical Incident,94116,1:31
Medical Incident,94134,4:35
Medical Incident,94123,3:47
Structure Fire,94114,1:10
Medical Incident,94112,4:33
Medical Incident,94103,2:43
Medical Incident,94117,1:36
Medical Incident,94115,42:40:00
Medical Incident,94103,1:05
Medical Incident,94110,2:09
Medical Incident,94110,1:29
Structure Fire,94102,2:55
Medical Incident,94103,3:36
Medical Incident,94111,2:25
Alarms,94131,2:52
Medical Incident,94109,0:27
Medical Incident,94114,1:47
Medical Incident,94102,2:26
Medical Incident,94102,2:40
Medical Incident,94121,54:31:00
Medical Incident,94124,1:06
Medical Incident,94102,1:34
Medical Incident,94133,2:32
Medical Incident,94132,15:31
Train / Rail Incident,94105,1:07
Medical Incident,94107,6:06
Medical Incident,94110,1:37
Elevator / Escalator Rescue,94107,0:44
Medical Incident,94110,0:20
Traffic Collision,94121,1:51
Medical Incident,94110,3:38
Alarms,94102,2:30
Medical Incident,94118,18:32
Train / Rail Incident,94105,1:05
Medical Incident,94110,15:31
Train / Rail Incident,94105,1:15
Medical Incident,94109,1:04
Medical Incident,94109,1:13
Medical Incident,94122,30:32:00
Medical Incident,94103,4:52
Medical Incident,94122,1:40
Medical Incident,94134,3:11
Medical Incident,94115,0:55
Medical Incident,94124,1:45
Medical Incident,94114,0:20
Medical Incident,94114,2:41
Medical Incident,94110,1:13
Medical Incident,94102,2:11
Medical Incident,94109,1:56
Medical Incident,94110,0:22
Medical Incident,94103,0:06
Other,94114,1:58
Medical Incident,94116,2:11
Alarms,94109,1:56
