,call_type,received_timestamp,row_id,zipcode_of_incident
3213,Structure Fire,2018-01-21 23:25:39.000000 UTC,180213526-E24,94117
3214,Medical Incident,2018-01-21 23:05:52.000000 UTC,180213493-AM124,94109
3215,Train / Rail Incident,2018-01-21 04:53:54.000000 UTC,180210483-E04,94105
3216,Traffic Collision,2018-01-21 20:43:36.000000 UTC,180213133-E32,94110
3217,Train / Rail Incident,2018-01-21 04:53:54.000000 UTC,180210483-E13,94105
3218,Medical Incident,2018-01-21 05:22:15.000000 UTC,180210498-E38,94123
3219,Gas Leak (Natural and LP Gases),2018-01-21 14:05:56.000000 UTC,180211822-E36,94115
3220,Medical Incident,2018-01-21 15:49:19.000000 UTC,180212150-AM116,94102
3221,Alarms,2018-01-21 04:17:47.000000 UTC,180210424-B04,94115
3222,Medical Incident,2018-01-21 17:12:28.000000 UTC,180212471-KM09,94102
3223,Outside Fire,2018-01-21 20:59:59.000000 UTC,180213174-E01,94110
3224,Train / Rail Incident,2018-01-21 04:53:54.000000 UTC,180210483-B03,94105
3225,Medical Incident,2018-01-21 01:08:09.000000 UTC,180210166-62,94105
3226,Structure Fire,2018-01-21 13:27:31.000000 UTC,180211706-E13,94105
3227,Medical Incident,2018-01-21 08:42:05.000000 UTC,180210784-82,94103
3228,Medical Incident,2018-01-21 12:22:02.000000 UTC,180211457-50,94109
3229,Medical Incident,2018-01-21 07:09:35.000000 UTC,180210599-57,94132
3230,Medical Incident,2018-01-21 05:18:45.000000 UTC,180210492-AM124,94109
3231,Medical Incident,2018-01-21 08:23:21.000000 UTC,180210746-E51,94123
3232,Medical Incident,2018-01-21 09:53:14.000000 UTC,180210993-65,94130
3233,Medical Incident,2018-01-21 16:13:07.000000 UTC,180212254-E07,94110
3234,Medical Incident,2018-01-21 17:44:50.000000 UTC,180212599-E12,94117
3235,Medical Incident,2018-01-21 11:42:51.000000 UTC,180211326-70,94107
3236,Alarms,2018-01-21 23:12:05.000000 UTC,180213501-T11,94110
3237,Medical Incident,2018-01-21 20:39:34.000000 UTC,180213123-78,94102
3238,Medical Incident,2018-01-21 14:51:38.000000 UTC,180211964-AM108,94109
3239,Medical Incident,2018-01-21 19:06:31.000000 UTC,180212884-58,94134
3240,Medical Incident,2018-01-21 20:16:01.000000 UTC,180213065-E12,94117
3241,Medical Incident,2018-01-21 22:02:16.000000 UTC,180213361-E43,94112
3242,Medical Incident,2018-01-21 19:34:24.000000 UTC,180212960-76,94132
3243,Medical Incident,2018-01-21 19:28:34.000000 UTC,180212950-62,94107
3244,Medical Incident,2018-01-21 11:42:16.000000 UTC,180211325-54,94110
3245,Medical Incident,2018-01-21 22:43:37.000000 UTC,180213450-E22,94122
3246,Medical Incident,2018-01-21 04:14:19.000000 UTC,180210416-65,94103
3247,Medical Incident,2018-01-21 16:15:49.000000 UTC,180212253-KM08,94114
3248,Alarms,2018-01-21 10:19:57.000000 UTC,180211082-T08,94107
3249,Traffic Collision,2018-01-21 18:53:26.000000 UTC,180212836-E06,94114
3250,Medical Incident,2018-01-21 18:29:45.000000 UTC,180212747-53,94102
3251,Medical Incident,2018-01-21 20:42:49.000000 UTC,180213125-68,94110
3252,Medical Incident,2018-01-21 10:15:19.000000 UTC,180211060-89,94103
3253,Medical Incident,2018-01-21 17:43:06.000000 UTC,180212581-71,94102
3254,Alarms,2018-01-21 04:25:58.000000 UTC,180210437-E17,94124
3255,Medical Incident,2018-01-21 17:40:05.000000 UTC,180212570-EMS6,94110
3256,Structure Fire,2018-01-21 23:17:42.000000 UTC,180213514-B03,94133
3257,Train / Rail Incident,2018-01-21 04:53:54.000000 UTC,180210483-78,94105
3258,Medical Incident,2018-01-21 22:02:16.000000 UTC,180213361-KM03,94112
3259,Medical Incident,2018-01-21 22:19:08.000000 UTC,180213390-E01,94103
3260,Medical Incident,2018-01-21 03:02:03.000000 UTC,180210348-62,94107
3261,Structure Fire,2018-01-21 23:17:42.000000 UTC,180213514-D2,94133
3262,Medical Incident,2018-01-21 22:06:44.000000 UTC,180213351-E21,94117
3263,Medical Incident,2018-01-21 07:55:01.000000 UTC,180210673-KM08,94133
3264,Alarms,2018-01-21 10:36:23.000000 UTC,180211120-B04,94123
3265,Medical Incident,2018-01-21 09:59:46.000000 UTC,180211007-E36,94103
3266,Medical Incident,2018-01-21 16:24:19.000000 UTC,180212291-50,94115
3267,Medical Incident,2018-01-21 11:34:54.000000 UTC,180211306-E09,94110
3268,Medical Incident,2018-01-21 19:11:15.000000 UTC,180212897-55,94134
3269,Alarms,2018-01-21 23:13:02.000000 UTC,180213502-E02,94133
3270,Medical Incident,2018-01-21 21:29:01.000000 UTC,180213248-E40,94116
3271,Outside Fire,2018-01-21 01:54:22.000000 UTC,180210250-B10,94124
3272,Structure Fire,2018-01-21 23:17:42.000000 UTC,180213514-T13,94133
3273,Medical Incident,2018-01-21 16:58:20.000000 UTC,180212442-87,94102
3274,Medical Incident,2018-01-21 19:26:01.000000 UTC,180212938-E28,94133
3275,Medical Incident,2018-01-21 15:31:22.000000 UTC,180212079-70,94109
3276,Medical Incident,2018-01-21 08:59:51.000000 UTC,180210839-E01,94103
3277,Medical Incident,2018-01-21 17:56:37.000000 UTC,180212649-57,94115
3278,Traffic Collision,2018-01-21 12:23:11.000000 UTC,180211466-E17,94124
3279,Medical Incident,2018-01-21 20:45:17.000000 UTC,180213141-E38,94109
3280,Gas Leak (Natural and LP Gases),2018-01-21 12:02:23.000000 UTC,180211388-T17,94134
3281,Gas Leak (Natural and LP Gases),2018-01-21 12:02:23.000000 UTC,180211388-B09,94134
3282,Medical Incident,2018-01-21 02:27:26.000000 UTC,180210306-KM07,94109
3283,Medical Incident,2018-01-21 12:35:54.000000 UTC,180211511-AM110,94103
3284,Medical Incident,2018-01-21 02:01:34.000000 UTC,180210262-E29,94103
3285,Medical Incident,2018-01-21 15:40:29.000000 UTC,180212119-E41,94108
3286,Medical Incident,2018-01-21 10:31:08.000000 UTC,180211102-E03,94102
3287,Structure Fire,2018-01-21 21:04:50.000000 UTC,180213182-E03,94102
3288,Gas Leak (Natural and LP Gases),2018-01-21 12:02:23.000000 UTC,180211388-E44,94134
3289,Structure Fire,2018-01-21 23:25:39.000000 UTC,180213526-89,94117
3290,Structure Fire,2018-01-21 23:25:39.000000 UTC,180213526-T06,94117
3291,Medical Incident,2018-01-20 13:03:34.000000 UTC,180201744-E41,94102
3292,Medical Incident,2018-01-20 12:54:46.000000 UTC,180201704-61,94134
3293,Structure Fire,2018-01-20 10:07:29.000000 UTC,180201170-T13,94102
3294,Medical Incident,2018-01-20 18:56:34.000000 UTC,180202979-55,94108
3295,Medical Incident,2018-01-20 11:09:44.000000 UTC,180201351-E36,94103
3296,Alarms,2018-01-20 16:03:48.000000 UTC,180202378-T01,94102
3297,Medical Incident,2018-01-20 18:22:34.000000 UTC,180202869-93,94112
3298,Traffic Collision,2018-01-20 07:35:58.000000 UTC,180200732-50,94121
3299,Medical Incident,2018-01-20 03:36:51.000000 UTC,180200406-62,94110
3300,Medical Incident,2018-01-20 11:18:08.000000 UTC,180201376-58,94134
3301,Outside Fire,2018-01-20 19:41:59.000000 UTC,180203134-E31,94118
3302,Medical Incident,2018-01-20 16:31:49.000000 UTC,180202465-E21,94115
3303,Structure Fire,2018-01-20 05:47:33.000000 UTC,180200547-E03,94102
3304,Medical Incident,2018-01-20 22:49:17.000000 UTC,180203663-E17,94124
3305,Structure Fire,2018-01-20 13:29:45.000000 UTC,180201839-RS1,94133
3306,Medical Incident,2018-01-20 07:47:58.000000 UTC,180200762-88,94124
3307,Structure Fire,2018-01-20 05:47:33.000000 UTC,180200547-B01,94102
3308,Medical Incident,2018-01-20 06:13:45.000000 UTC,180200580-59,94102
3309,Medical Incident,2018-01-20 08:11:16.000000 UTC,180200817-E42,94124
3310,Other,2018-01-20 15:15:00.000000 UTC,180202201-RC3,94114
3311,Medical Incident,2018-01-20 10:59:27.000000 UTC,180201318-RC3,94110
3312,Medical Incident,2018-01-20 17:42:18.000000 UTC,180202726-KM01,94108
3313,Traffic Collision,2018-01-20 03:16:15.000000 UTC,180200368-E36,94103
3314,Medical Incident,2018-01-20 18:12:24.000000 UTC,180202820-67,94118
3315,Structure Fire,2018-01-20 10:07:29.000000 UTC,180201170-D2,94102
3316,Medical Incident,2018-01-20 02:47:54.000000 UTC,180200329-71,94109
3317,Structure Fire,2018-01-20 15:06:56.000000 UTC,180202178-E37,94110
3318,Medical Incident,2018-01-20 13:37:12.000000 UTC,180201869-E14,94118
3319,Structure Fire,2018-01-20 15:37:35.000000 UTC,180202283-E06,94114
3320,Train / Rail Incident,2018-01-20 21:57:31.000000 UTC,180210451-T13,94105
3321,Alarms,2018-01-20 20:45:17.000000 UTC,180203322-E03,94102
3322,Medical Incident,2018-01-20 15:04:14.000000 UTC,180202160-KM11,94102
3323,Medical Incident,2018-01-20 09:15:15.000000 UTC,180200985-E36,94102
3324,Medical Incident,2018-01-20 20:30:00.000000 UTC,180203275-E03,94109
3325,Medical Incident,2018-01-20 10:39:55.000000 UTC,180201260-50,94103
3326,Alarms,2018-01-20 09:24:16.000000 UTC,180201025-E05,94115
3327,Alarms,2018-01-20 07:46:46.000000 UTC,180200758-B10,94124
3328,Train / Rail Incident,2018-01-20 13:48:08.000000 UTC,180201944-RS1,94105
3329,Medical Incident,2018-01-20 00:37:51.000000 UTC,180200085-66,94110
3330,Medical Incident,2018-01-20 05:44:03.000000 UTC,180200543-AM102,94118
3331,Medical Incident,2018-01-20 21:14:15.000000 UTC,180203378-RC2,94115
3332,Medical Incident,2018-01-20 08:51:07.000000 UTC,180200918-AM104,94116
3333,Medical Incident,2018-01-20 06:46:43.000000 UTC,180200638-60,94110
3334,Medical Incident,2018-01-20 01:28:18.000000 UTC,180200189-E03,94102
3335,Medical Incident,2018-01-20 13:48:00.000000 UTC,180201902-85,94109
3336,Medical Incident,2018-01-20 15:17:15.000000 UTC,180202218-53,94103
3337,Medical Incident,2018-01-20 20:51:59.000000 UTC,180203338-KM07,94109
3338,Alarms,2018-01-20 09:27:58.000000 UTC,180201035-E35,94105
3339,Alarms,2018-01-20 15:37:30.000000 UTC,180202290-B02,94102
3340,Alarms,2018-01-20 15:57:12.000000 UTC,180202348-B02,94109
3341,Medical Incident,2018-01-20 01:32:23.000000 UTC,180200188-52,94110
3342,Traffic Collision,2018-01-20 15:10:27.000000 UTC,180202231-E33,94112
3343,Alarms,2018-01-20 09:14:33.000000 UTC,180200988-E03,94102
3344,Medical Incident,2018-01-20 01:01:58.000000 UTC,180200139-RC4,94112
3345,Medical Incident,2018-01-20 16:13:14.000000 UTC,180202408-E11,94110
3346,Medical Incident,2018-01-20 19:12:16.000000 UTC,180203030-63,94102
3347,Medical Incident,2018-01-20 06:59:02.000000 UTC,180200659-E29,94103
3348,Medical Incident,2018-01-20 19:15:08.000000 UTC,180203040-E02,94109
3349,Medical Incident,2018-01-20 22:54:36.000000 UTC,180203678-RC2,94123
3350,Structure Fire,2018-01-20 05:47:33.000000 UTC,180200547-B02,94102
3351,Medical Incident,2018-01-20 18:33:44.000000 UTC,180202912-E18,94122
3352,Medical Incident,2018-01-20 18:33:44.000000 UTC,180202912-95,94122
3353,Structure Fire,2018-01-20 09:54:49.000000 UTC,180201141-E11,94114
3354,Medical Incident,2018-01-20 19:40:45.000000 UTC,180203128-72,94123
3355,Medical Incident,2018-01-20 12:46:36.000000 UTC,180201681-83,94112
3356,Medical Incident,2018-01-20 10:11:55.000000 UTC,180201190-KM08,94121
3357,Medical Incident,2018-01-20 02:30:46.000000 UTC,180200308-E08,94107
3358,Medical Incident,2018-01-20 14:32:52.000000 UTC,180202054-52,94103
3359,Medical Incident,2018-01-20 16:14:57.000000 UTC,180202410-66,94107
3360,Medical Incident,2018-01-20 10:18:11.000000 UTC,180201203-52,94110
3361,Medical Incident,2018-01-20 19:15:08.000000 UTC,180203040-62,94109
3362,Alarms,2018-01-20 03:59:25.000000 UTC,180200417-E03,94102
3363,Medical Incident,2018-01-20 17:42:18.000000 UTC,180202726-E13,94108
3364,Structure Fire,2018-01-20 15:06:56.000000 UTC,180202178-E11,94110
3365,Alarms,2018-01-20 14:14:46.000000 UTC,180201990-T10,94123
3366,Medical Incident,2018-01-20 10:18:01.000000 UTC,180201209-KM04,94132
3367,Medical Incident,2018-01-20 03:06:42.000000 UTC,180200357-E08,94107
3368,Medical Incident,2018-01-20 23:16:37.000000 UTC,180203736-72,94133
3369,Medical Incident,2018-01-20 23:04:05.000000 UTC,180203703-E22,94122
3370,Medical Incident,2018-01-20 19:11:30.000000 UTC,180203031-95,94132
3371,Structure Fire,2018-01-20 10:07:29.000000 UTC,180201170-53,94102
3372,Medical Incident,2018-01-20 02:30:46.000000 UTC,180200308-KM03,94107
3373,Alarms,2018-01-20 20:59:03.000000 UTC,180203356-T05,94109
3374,Medical Incident,2018-01-20 06:50:59.000000 UTC,180200643-81,94107
3375,Structure Fire,2018-01-20 10:07:29.000000 UTC,180201170-E13,94102
3376,Structure Fire,2018-01-20 15:06:56.000000 UTC,180202178-RS2,94110
3377,Medical Incident,2018-01-20 02:59:59.000000 UTC,180200344-E14,94121
3378,Other,2018-01-20 15:15:00.000000 UTC,180202201-E06,94114
3379,Medical Incident,2018-01-20 22:58:12.000000 UTC,180203682-AM120,94103
3380,Outside Fire,2018-01-20 23:22:19.000000 UTC,180203750-E13,94111
3381,Medical Incident,2018-01-20 11:03:48.000000 UTC,180201326-KM13,94109
3382,Medical Incident,2018-01-20 01:01:58.000000 UTC,180200139-AM124,94112
3383,Alarms,2018-01-20 14:07:09.000000 UTC,180201966-B08,94122
3384,Medical Incident,2018-01-20 15:45:20.000000 UTC,180202314-KM11,94109
3385,Medical Incident,2018-01-20 15:35:27.000000 UTC,180202275-AM150,94103
3386,Structure Fire,2018-01-20 03:56:11.000000 UTC,180200409-T03,94103
3387,Medical Incident,2018-01-20 11:18:53.000000 UTC,180201378-79,94110
3388,Medical Incident,2018-01-20 20:30:56.000000 UTC,180203278-63,94115
3389,Medical Incident,2018-01-20 15:48:15.000000 UTC,180202324-E31,94118
3390,Alarms,2018-01-20 01:56:32.000000 UTC,180200247-T02,94108
3391,Medical Incident,2018-01-20 23:01:39.000000 UTC,180203694-E36,94102
3392,Alarms,2018-01-20 03:59:25.000000 UTC,180200417-B01,94102
3393,Structure Fire,2018-01-20 17:26:24.000000 UTC,180202662-B04,94109
3394,Medical Incident,2018-01-20 15:05:34.000000 UTC,180202167-RC2,94102
3395,Medical Incident,2018-01-20 06:37:35.000000 UTC,180200622-57,94124
3396,Medical Incident,2018-01-20 06:48:07.000000 UTC,180200639-E07,94110
3397,Alarms,2018-01-20 10:42:09.000000 UTC,180201269-E28,94133
3398,Medical Incident,2018-01-20 11:06:16.000000 UTC,180201344-E40,94116
3399,Medical Incident,2018-01-20 14:25:41.000000 UTC,180202022-61,94124
3400,Medical Incident,2018-01-20 20:30:00.000000 UTC,180203275-KM03,94109
3401,Medical Incident,2018-01-20 03:05:00.000000 UTC,180200352-E03,94109
3402,Structure Fire,2018-01-20 09:54:49.000000 UTC,180201141-RS2,94114
3403,Medical Incident,2018-01-20 17:22:42.000000 UTC,180202647-RC1,94109
3404,Other,2018-01-20 15:15:00.000000 UTC,180202201-B05,94114
3405,Medical Incident,2018-01-20 20:03:00.000000 UTC,180203204-87,94115
3406,Gas Leak (Natural and LP Gases),2018-01-20 18:20:45.000000 UTC,180202863-E19,94132
3407,Medical Incident,2018-01-20 02:20:15.000000 UTC,180200282-E36,94102
3408,Alarms,2018-01-20 14:07:09.000000 UTC,180201966-T18,94122
3409,Other,2018-01-20 15:15:00.000000 UTC,180202201-71,94114
3410,Medical Incident,2018-01-20 13:21:48.000000 UTC,180201813-65,94121
3411,Medical Incident,2018-01-20 23:25:15.000000 UTC,180203758-67,94110
3412,Train / Rail Incident,2018-01-20 13:48:08.000000 UTC,180201944-RC1,94105
3413,Alarms,2018-01-20 10:26:57.000000 UTC,180201220-T06,94103
3414,Alarms,2018-01-20 14:14:46.000000 UTC,180201990-E16,94123
3415,Medical Incident,2018-01-20 18:50:19.000000 UTC,180202950-AM108,94110
3416,Medical Incident,2018-01-20 11:13:44.000000 UTC,180201360-E18,94122
3417,Medical Incident,2018-01-20 02:51:04.000000 UTC,180200338-AM120,94112
3418,Alarms,2018-01-20 12:28:20.000000 UTC,180201618-B04,94109
3419,Medical Incident,2018-01-20 20:57:52.000000 UTC,180203354-74,94109
3420,Medical Incident,2018-01-20 19:31:24.000000 UTC,180203097-E05,94102
3421,Medical Incident,2018-01-20 13:19:31.000000 UTC,180201799-E36,94102
3422,Alarms,2018-01-20 20:59:03.000000 UTC,180203356-B04,94109
3423,Train / Rail Incident,2018-01-20 13:48:08.000000 UTC,180201944-E04,94105
3424,Medical Incident,2018-01-20 16:57:42.000000 UTC,180202540-93,94124
3425,Medical Incident,2018-01-20 23:58:48.000000 UTC,180203841-E36,94102
3426,Medical Incident,2018-01-20 06:21:47.000000 UTC,180200594-KM07,94103
3427,Alarms,2018-01-20 14:28:08.000000 UTC,180202030-E03,94102
3428,Alarms,2018-01-20 15:57:12.000000 UTC,180202348-T03,94109
3429,Citizen Assist / Service Call,2018-01-20 10:19:44.000000 UTC,180201207-E36,94102
3430,Alarms,2018-01-20 09:14:33.000000 UTC,180200988-B02,94102
3431,Medical Incident,2018-01-20 03:36:51.000000 UTC,180200406-RC3,94110
3432,Medical Incident,2018-01-20 22:26:15.000000 UTC,180203598-67,94110
3433,Medical Incident,2018-01-20 12:24:33.000000 UTC,180201605-50,94133
3434,Medical Incident,2018-01-20 10:35:46.000000 UTC,180201244-53,94102
3435,Alarms,2018-01-20 16:08:19.000000 UTC,180202392-E26,94131
3436,Medical Incident,2018-01-20 18:15:55.000000 UTC,180202839-65,94114
3437,Medical Incident,2018-01-20 12:31:15.000000 UTC,180201627-85,94102
3438,Medical Incident,2018-01-20 19:40:45.000000 UTC,180203128-E16,94123
3439,Medical Incident,2018-01-20 14:58:22.000000 UTC,180202140-52,94107
3440,Structure Fire,2018-01-20 15:37:35.000000 UTC,180202283-E05,94114
3441,Train / Rail Incident,2018-01-20 21:57:31.000000 UTC,180210451-B02,94105
3442,Medical Incident,2018-01-20 22:49:17.000000 UTC,180203663-RC4,94124
3443,Medical Incident,2018-01-20 15:26:45.000000 UTC,180202245-53,94103
3444,Medical Incident,2018-01-20 17:00:24.000000 UTC,180202556-KM04,94133
3445,Medical Incident,2018-01-20 13:29:33.000000 UTC,180201845-KM01,94123
3446,Medical Incident,2018-01-20 03:09:44.000000 UTC,180200356-57,94134
3447,Medical Incident,2018-01-20 15:23:05.000000 UTC,180202237-KM02,94123
3448,Medical Incident,2018-01-20 12:49:12.000000 UTC,180201690-E06,94117
3449,Medical Incident,2018-01-20 11:18:53.000000 UTC,180201378-E11,94110
3450,Medical Incident,2018-01-20 21:54:48.000000 UTC,180203507-63,94116
3451,Medical Incident,2018-01-20 18:25:45.000000 UTC,180202875-KM09,94114
3452,Citizen Assist / Service Call,2018-01-20 14:29:40.000000 UTC,180202044-AM108,94102
3453,Medical Incident,2018-01-20 16:13:14.000000 UTC,180202408-E32,94110
3454,Medical Incident,2018-01-20 11:43:10.000000 UTC,180201451-E09,94110
3455,Structure Fire,2018-01-20 15:06:56.000000 UTC,180202178-RS1,94110
3456,Medical Incident,2018-01-20 16:02:20.000000 UTC,180202366-AM116,94114
3457,Medical Incident,2018-01-20 10:54:14.000000 UTC,180201303-E38,94115
3458,Alarms,2018-01-20 20:45:17.000000 UTC,180203322-T03,94102
3459,Medical Incident,2018-01-20 08:01:15.000000 UTC,180200791-85,94110
3460,Traffic Collision,2018-01-20 07:35:58.000000 UTC,180200732-RC1,94121
3461,Gas Leak (Natural and LP Gases),2018-01-20 11:34:32.000000 UTC,180201423-E38,94109
3462,Medical Incident,2018-01-20 18:01:31.000000 UTC,180202779-89,94107
3463,Alarms,2018-01-20 19:13:22.000000 UTC,180203037-E41,94109
3464,Traffic Collision,2018-01-20 16:56:58.000000 UTC,180202547-E29,94124
3465,Medical Incident,2018-01-20 06:16:47.000000 UTC,180200581-65,94103
3466,Medical Incident,2018-01-20 16:57:20.000000 UTC,180202542-E19,94132
3467,Medical Incident,2018-01-20 01:01:58.000000 UTC,180200139-E43,94112
3468,Medical Incident,2018-01-20 13:30:33.000000 UTC,180201843-E43,94134
3469,Medical Incident,2018-01-20 03:36:51.000000 UTC,180200406-AM128,94110
3470,Medical Incident,2018-01-20 14:48:24.000000 UTC,180202100-76,94115
3471,Medical Incident,2018-01-20 08:05:43.000000 UTC,180200806-71,94133
3472,Medical Incident,2018-01-20 17:12:54.000000 UTC,180202617-E51,94123
3473,Medical Incident,2018-01-20 00:58:11.000000 UTC,180200130-57,94110
3474,Medical Incident,2018-01-20 20:30:56.000000 UTC,180203278-E38,94115
3475,Medical Incident,2018-01-20 16:14:57.000000 UTC,180202410-T08,94107
3476,Alarms,2018-01-20 05:48:24.000000 UTC,180200548-B04,94109
3477,Medical Incident,2018-01-20 11:35:33.000000 UTC,180201424-57,94124
3478,Medical Incident,2018-01-20 04:19:01.000000 UTC,180200450-81,94107
3479,Other,2018-01-20 15:15:00.000000 UTC,180202201-T06,94114
3480,Structure Fire,2018-01-20 09:54:49.000000 UTC,180201141-E24,94114
3481,Medical Incident,2018-01-20 14:39:59.000000 UTC,180202065-E42,94134
3482,Structure Fire,2018-01-20 17:26:24.000000 UTC,180202662-T03,94109
3483,Medical Incident,2018-01-20 10:40:46.000000 UTC,180201265-E13,94105
3484,Medical Incident,2018-01-20 06:24:41.000000 UTC,180200597-79,94102
3485,Medical Incident,2018-01-20 21:15:19.000000 UTC,180203381-78,94114
3486,Medical Incident,2018-01-20 09:44:15.000000 UTC,180201102-E29,94107
3487,Medical Incident,2018-01-20 15:30:26.000000 UTC,180202265-76,94115
3488,Medical Incident,2018-01-20 16:12:09.000000 UTC,180202401-52,94102
3489,Medical Incident,2018-01-20 21:13:36.000000 UTC,180203386-55,94111
3490,Alarms,2018-01-20 12:28:20.000000 UTC,180201618-E38,94109
