call_type,call_date,zipcode
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94123
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94122
Structure Fire,1/20/2018,94114
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94112
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94109
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94108
Structure Fire,1/20/2018,94110
Alarms,1/20/2018,94123
Medical Incident,1/20/2018,94132
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94133
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94132
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94107
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94107
Structure Fire,1/20/2018,94102
Structure Fire,1/20/2018,94110
Medical Incident,1/20/2018,94121
Other,1/20/2018,94114
Medical Incident,1/20/2018,94103
Outside Fire,1/20/2018,94111
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94112
Alarms,1/20/2018,94122
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94103
Structure Fire,1/20/2018,94103
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94118
Alarms,1/20/2018,94108
Medical Incident,1/20/2018,94102
Alarms,1/20/2018,94102
Structure Fire,1/20/2018,94109
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94110
Alarms,1/20/2018,94133
Medical Incident,1/20/2018,94116
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94109
Structure Fire,1/20/2018,94114
Medical Incident,1/20/2018,94109
Other,1/20/2018,94114
Medical Incident,1/20/2018,94115
Gas Leak (Natural and LP Gases),1/20/2018,94132
Medical Incident,1/20/2018,94102
Alarms,1/20/2018,94122
Other,1/20/2018,94114
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94110
Train / Rail Incident,1/20/2018,94105
Alarms,1/20/2018,94103
Alarms,1/20/2018,94123
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94112
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94102
Alarms,1/20/2018,94109
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94103
Alarms,1/20/2018,94102
Alarms,1/20/2018,94109
Citizen Assist / Service Call,1/20/2018,94102
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94133
Medical Incident,1/20/2018,94102
Alarms,1/20/2018,94131
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94107
Structure Fire,1/20/2018,94114
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94133
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94134
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94116
Medical Incident,1/20/2018,94114
Citizen Assist / Service Call,1/20/2018,94102
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94110
Structure Fire,1/20/2018,94110
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94115
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94110
Traffic Collision,1/20/2018,94121
Gas Leak (Natural and LP Gases),1/20/2018,94109
Medical Incident,1/20/2018,94107
Alarms,1/20/2018,94109
Traffic Collision,1/20/2018,94124
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94132
Medical Incident,1/20/2018,94112
Medical Incident,1/20/2018,94134
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94133
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94107
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94107
Other,1/20/2018,94114
Structure Fire,1/20/2018,94114
Medical Incident,1/20/2018,94134
Structure Fire,1/20/2018,94109
Medical Incident,1/20/2018,94105
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94111
Alarms,1/20/2018,94109
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94131
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94103
Alarms,1/20/2018,94102
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94110
Structure Fire,1/20/2018,94103
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94114
Alarms,1/20/2018,94133
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94103
Structure Fire,1/20/2018,94115
Alarms,1/20/2018,94123
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94102
Train / Rail Incident,1/20/2018,94105
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94108
Medical Incident,1/20/2018,94103
Alarms,1/20/2018,94102
Structure Fire,1/20/2018,94104
Medical Incident,1/20/2018,94111
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94116
Alarms,1/20/2018,94131
Medical Incident,1/20/2018,94111
Vehicle Fire,1/20/2018,94103
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94124
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94118
Structure Fire,1/20/2018,94133
Medical Incident,1/20/2018,94102
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94107
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94110
Structure Fire,1/20/2018,94109
Medical Incident,1/20/2018,94133
Structure Fire,1/20/2018,94115
Medical Incident,1/20/2018,94117
Citizen Assist / Service Call,1/20/2018,94107
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94115
Medical Incident,1/20/2018,94109
Alarms,1/20/2018,94103
Medical Incident,1/20/2018,94122
Alarms,1/20/2018,94131
Medical Incident,1/20/2018,94118
Alarms,1/20/2018,94107
Medical Incident,1/20/2018,94131
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94112
Medical Incident,1/20/2018,94103
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94115
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94102
Other,1/20/2018,94114
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94103
Alarms,1/20/2018,94115
Medical Incident,1/20/2018,94122
Alarms,1/20/2018,94115
Alarms,1/20/2018,94115
Medical Incident,1/20/2018,94118
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94121
Alarms,1/20/2018,94131
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94110
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94110
Alarms,1/20/2018,94115
Medical Incident,1/20/2018,94123
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94112
Gas Leak (Natural and LP Gases),1/20/2018,94109
Alarms,1/20/2018,94109
Alarms,1/20/2018,94102
Outside Fire,1/20/2018,94110
Medical Incident,1/20/2018,94133
Medical Incident,1/20/2018,94132
Alarms,1/20/2018,94102
Traffic Collision,1/20/2018,94110
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94131
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94103
Structure Fire,1/20/2018,94103
Gas Leak (Natural and LP Gases),1/20/2018,94108
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94112
Medical Incident,1/20/2018,94111
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94112
Alarms,1/20/2018,94102
Alarms,1/20/2018,94107
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94133
Alarms,1/20/2018,94105
Medical Incident,1/20/2018,94116
Medical Incident,1/20/2018,94133
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94103
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94114
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94110
Other,1/20/2018,94114
Structure Fire,1/20/2018,94114
Structure Fire,1/20/2018,94115
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94103
Structure Fire,1/20/2018,94103
Medical Incident,1/20/2018,94133
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94102
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94102
Vehicle Fire,1/20/2018,94103
Smoke Investigation (Outside),1/20/2018,94116
Structure Fire,1/20/2018,94114
Structure Fire,1/20/2018,94109
Traffic Collision,1/20/2018,94103
Medical Incident,1/20/2018,94103
Structure Fire,1/20/2018,94104
Citizen Assist / Service Call,1/20/2018,94114
Structure Fire,1/20/2018,94109
Medical Incident,1/20/2018,94103
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94102
Other,1/20/2018,94124
Medical Incident,1/20/2018,94158
Medical Incident,1/20/2018,94123
Medical Incident,1/20/2018,94108
Structure Fire,1/20/2018,94103
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94103
Structure Fire,1/20/2018,94133
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94118
Medical Incident,1/20/2018,94134
Traffic Collision,1/20/2018,94124
Alarms,1/20/2018,94107
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94108
Medical Incident,1/20/2018,94116
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94124
Traffic Collision,1/20/2018,94103
Alarms,1/20/2018,94133
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94110
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94134
Medical Incident,1/20/2018,94134
Medical Incident,1/20/2018,94112
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94112
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94131
Traffic Collision,1/20/2018,94103
Medical Incident,1/20/2018,94134
Medical Incident,1/20/2018,94124
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94133
Medical Incident,1/20/2018,94124
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94108
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94134
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94132
Medical Incident,1/20/2018,94112
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94117
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94134
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94118
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94118
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94111
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94127
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94132
Medical Incident,1/20/2018,94110
Structure Fire,1/20/2018,94114
Medical Incident,1/20/2018,94118
Medical Incident,1/20/2018,94124
Traffic Collision,1/20/2018,94112
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94102
Alarms,1/20/2018,94105
Other,1/20/2018,94114
Medical Incident,1/20/2018,94131
Traffic Collision,1/20/2018,94124
Medical Incident,1/20/2018,94132
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94108
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94123
Structure Fire,1/20/2018,94102
Traffic Collision,1/20/2018,94121
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94110
Traffic Collision,1/20/2018,94103
Medical Incident,1/20/2018,94123
Alarms,1/20/2018,94124
Medical Incident,1/20/2018,94134
Alarms,1/20/2018,94131
Medical Incident,1/20/2018,94134
Medical Incident,1/20/2018,94116
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94122
Structure Fire,1/20/2018,94110
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94116
Medical Incident,1/20/2018,94131
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94116
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94109
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94114
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94109
Other,1/20/2018,94114
Alarms,1/20/2018,94122
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94127
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94131
Structure Fire,1/20/2018,94103
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94105
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94124
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94127
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94112
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94124
Structure Fire,1/20/2018,94114
Medical Incident,1/20/2018,94105
Outside Fire,1/20/2018,94103
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94132
Traffic Collision,1/20/2018,94121
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94102
Other,1/20/2018,94103
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94133
Medical Incident,1/20/2018,94116
Other,1/20/2018,94114
Medical Incident,1/20/2018,94108
Medical Incident,1/20/2018,94102
Odor (Strange / Unknown),1/20/2018,94118
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94109
Structure Fire,1/20/2018,94115
Alarms,1/20/2018,94122
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94103
Structure Fire,1/20/2018,94133
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94131
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94114
Medical Incident,1/20/2018,94102
Structure Fire,1/20/2018,94115
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94114
Traffic Collision,1/20/2018,94110
Other,1/20/2018,94114
Medical Incident,1/20/2018,94115
Other,1/20/2018,94114
Structure Fire,1/20/2018,94133
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94103
Alarms,1/20/2018,94124
Structure Fire,1/20/2018,94114
Structure Fire,1/20/2018,94110
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94115
Structure Fire,1/20/2018,94102
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94131
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94102
Alarms,1/20/2018,94109
Medical Incident,1/20/2018,94131
Medical Incident,1/20/2018,94132
Medical Incident,1/20/2018,94114
Medical Incident,1/20/2018,94118
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94122
Structure Fire,1/20/2018,94114
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94122
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94121
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94115
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94114
Alarms,1/20/2018,94115
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94110
Medical Incident,1/20/2018,94109
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94102
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94124
Medical Incident,1/20/2018,94107
Medical Incident,1/20/2018,94132
Traffic Collision,1/20/2018,94121
Train / Rail Incident,1/20/2018,94105
Medical Incident,1/20/2018,94105
Medical Incident,1/20/2018,94117
Structure Fire,1/20/2018,94133
Structure Fire,1/20/2018,94115
Medical Incident,1/20/2018,94117
Medical Incident,1/20/2018,94118
Traffic Collision,1/20/2018,94109
Structure Fire,1/20/2018,94102
Structure Fire,1/20/2018,94102
Medical Incident,1/20/2018,94124
Alarms,1/20/2018,94102
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94110
Structure Fire,1/20/2018,94115
Medical Incident,1/20/2018,94103
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94102
Medical Incident,1/20/2018,94110
Traffic Collision,1/20/2018,94103
Medical Incident,1/20/2018,94103
Structure Fire,1/20/2018,94115
Medical Incident,1/20/2018,94109
Alarms,1/20/2018,94103
Medical Incident,1/20/2018,94131
Alarms,1/20/2018,94115
Medical Incident,1/20/2018,94134
